Vg	Ve	g	PEV	resid	pred	GBLUP_EBVAcc
15.786477	53.118097	-1.38636	7.208208	2.339992	32.377994	0.7372
15.786477	53.118097	-0.174102	7.342571	-8.519921	33.590252	0.7314
15.786477	53.118097	-2.383616	7.293769	2.013894	31.380738	0.7335
15.786477	53.118097	-2.853433	7.224595	-2.89061	30.910921	0.7364
15.786477	53.118097	1.322635	6.713989	4.358198	35.086989	0.7581
15.786477	53.118097	-0.40833	7.241886	3.409276	33.356024	0.7357
15.786477	53.118097	2.019113	7.673892	1.889492	35.783467	0.7169
15.786477	53.118097	1.814807	7.113125	5.578427	35.579161	0.7412
15.786477	53.118097	1.360058	7.385682	6.665758	35.124412	0.7295
15.786477	53.118097	-4.223124	6.782157	3.278929	29.54123	0.7552
15.786477	53.118097	-1.85069	7.101561	-9.893135	31.913664	0.7417
15.786477	53.118097	-0.534623	6.901948	-6.377983	33.229731	0.7502
15.786477	53.118097	-3.596882	6.999031	-5.113572	30.167472	0.7461
15.786477	53.118097	-0.196847	6.951772	6.460222	33.567507	0.7481
15.786477	53.118097	0.490546	6.933686	5.773183	34.2549	0.7489
15.786477	53.118097	-0.341925	6.951281	5.780385	33.422429	0.7481
15.786477	53.118097	-2.177286	6.78483	-1.537831	31.587068	0.7551
15.786477	53.118097	1.593308	7.031818	10.253691	35.357662	0.7447
15.786477	53.118097	0.953094	6.908836	4.597583	34.717448	0.7499
15.786477	53.118097	-1.646637	7.448659	8.409174	32.117717	0.7267
15.786477	53.118097	-1.575863	7.417731	-3.895915	32.188492	0.7281
15.786477	53.118097	-0.101007	7.734927	-15.945916	33.663347	0.7142
15.786477	53.118097	-1.252305	7.646918	-7.778254	32.512049	0.7181
15.786477	53.118097	-1.853469	7.804626	-1.029479	31.910885	0.7111
15.786477	53.118097	-2.420259	7.521002	3.215951	31.344095	0.7236
15.786477	53.118097	-5.285363	7.476383	9.096268	28.478991	0.7255
15.786477	53.118097	0.291455	7.550908	5.35566	34.055809	0.7223
15.786477	53.118097	-2.080753	7.752891	-7.536477	31.683601	0.7134
15.786477	53.118097	-0.439773	7.540654	-6.298744	33.324581	0.7227
15.786477	53.118097	-1.571496	7.564223	-2.280305	32.192858	0.7217
15.786477	53.118097	1.775226	7.468699	-3.6456	35.53958	0.7259
15.786477	53.118097	-0.309689	7.816038	-0.419521	33.454665	0.7106
15.786477	53.118097	-2.284904	7.775506	3.083928	31.47945	0.7124
15.786477	53.118097	-3.704742	8.113169	-1.417586	30.059612	0.6972
15.786477	53.118097	-0.64254	7.466608	6.404518	33.121814	0.726
15.786477	53.118097	0.071991	7.606729	6.329181	33.836345	0.7198
15.786477	53.118097	0.345382	7.075139	-9.57235	34.109737	0.7428
15.786477	53.118097	-1.466041	7.202604	6.980844	32.298313	0.7374
15.786477	53.118097	-1.263242	7.796489	-5.428293	32.501112	0.7114
15.786477	53.118097	0.14628	7.421827	-6.13656	33.910634	0.7279
15.786477	53.118097	-0.33981	7.010156	-3.273658	33.424544	0.7456
15.786477	53.118097	-2.019307	7.335218	5.747442	31.745047	0.7317
15.786477	53.118097	-0.963027	6.935259	-3.728875	32.801327	0.7488
15.786477	53.118097	1.194124	7.644255	-4.149494	34.958478	0.7182
15.786477	53.118097	1.818704	7.196288	7.262202	35.583058	0.7377
15.786477	53.118097	1.391587	7.329659	4.874766	35.155941	0.7319
15.786477	53.118097	1.572887	7.338033	2.048646	35.337241	0.7316
15.786477	53.118097	-0.737195	7.221399	6.471375	33.027159	0.7366
15.786477	53.118097	0.377791	7.515902	4.331304	34.142145	0.7238
15.786477	53.118097	-0.117203	7.140747	-3.15059	33.647151	0.74
15.786477	53.118097	1.990125	7.592541	4.9827	35.754479	0.7204
15.786477	53.118097	-0.366295	7.097511	-3.25647	33.398059	0.7419
15.786477	53.118097	-2.160467	7.306812	2.544892	31.603887	0.7329
15.786477	53.118097	0.377974	7.275548	-7.715908	34.142328	0.7343
15.786477	53.118097	-0.293874	7.466811	-7.181215	33.47048	0.726
15.786477	53.118097	0.546931	7.417839	5.009448	34.311285	0.7281
15.786477	53.118097	1.853614	7.064122	5.362355	35.617968	0.7433
15.786477	53.118097	-1.432917	7.103601	-10.117358	32.331438	0.7416
15.786477	53.118097	1.056997	7.126143	4.666129	34.821351	0.7407
15.786477	53.118097	-1.693041	7.469727	-1.140032	32.071313	0.7258
15.786477	53.118097	-1.929955	6.868532	2.333448	31.834399	0.7516
15.786477	53.118097	-3.011447	6.671684	4.747485	30.752907	0.7599
15.786477	53.118097	-2.047749	6.653874	5.63557	31.716605	0.7606
15.786477	53.118097	-2.092914	7.145271	9.656682	31.67144	0.7399
15.786477	53.118097	-0.947128	6.890512	7.978934	32.817226	0.7507
15.786477	53.118097	-3.495541	7.227715	5.2247	30.268813	0.7363
15.786477	53.118097	-5.582448	6.597012	-4.661607	28.181906	0.763
15.786477	53.118097	-4.386784	6.861901	-11.403366	29.37757	0.7519
15.786477	53.118097	-5.278871	7.039443	9.386523	28.485483	0.7444
15.786477	53.118097	-0.193543	6.656604	5.58519	33.570811	0.7605
15.786477	53.118097	-0.175169	7.088472	-4.802355	33.589186	0.7423
15.786477	53.118097	-5.589588	7.531983	-9.05907	28.174767	0.7231
15.786477	53.118097	-4.621585	6.892646	6.962844	29.142769	0.7506
15.786477	53.118097	-2.724519	6.601326	-8.950452	31.039835	0.7628
15.786477	53.118097	-2.604938	6.877795	8.129712	31.159416	0.7512
15.786477	53.118097	-0.259395	6.750614	-4.671706	33.504959	0.7566
15.786477	53.118097	-1.342663	7.19248	0.30639	32.421692	0.7378
15.786477	53.118097	-3.069019	6.70405	2.646518	30.695335	0.7585
15.786477	53.118097	-2.91451	6.403381	3.551221	30.849844	0.771
15.786477	53.118097	-1.315283	6.565695	-6.025518	32.449071	0.7643
15.786477	53.118097	-9.117657	7.738899	-6.825062	24.646697	0.714
15.786477	53.118097	0.133039	6.243598	7.091666	33.897393	0.7775
15.786477	53.118097	-3.567794	6.785394	-1.718447	30.196561	0.7551
15.786477	53.118097	0.049247	6.819467	-7.023333	33.813601	0.7537
15.786477	53.118097	-5.744758	7.44932	2.98412	28.019596	0.7267
15.786477	53.118097	0.320719	6.456069	1.417701	34.085073	0.7688
15.786477	53.118097	-0.810675	6.59407	7.672262	32.953679	0.7631
15.786477	53.118097	0.387676	6.317326	-6.802882	34.15203	0.7745
15.786477	53.118097	-1.648099	6.900354	-11.680115	32.116255	0.7503
15.786477	53.118097	-0.691499	6.695576	4.6509	33.072855	0.7589
15.786477	53.118097	1.639973	7.404797	3.177437	35.404327	0.7287
15.786477	53.118097	-3.50262	6.27498	-7.586127	30.261734	0.7762
15.786477	53.118097	-4.696171	6.672334	4.392797	29.068183	0.7598
15.786477	53.118097	-1.312664	6.807728	-3.719086	32.45169	0.7542
15.786477	53.118097	-0.184543	6.838748	5.63871	33.579811	0.7529
15.786477	53.118097	-2.512232	6.342917	1.961408	31.252122	0.7734
15.786477	53.118097	-3.594628	6.607135	-9.863115	30.169726	0.7625
15.786477	53.118097	-1.876131	7.163353	4.53921	31.888223	0.7391
15.786477	53.118097	2.45445	6.58503	4.640857	36.218804	0.7635
15.786477	53.118097	1.161241	6.699189	-5.135528	34.925595	0.7587
15.786477	53.118097	4.765854	6.778903	-17.001571	38.530208	0.7554
15.786477	53.118097	2.274355	6.817836	5.177477	36.038709	0.7537
15.786477	53.118097	4.0976	6.969233	-1.052933	37.861954	0.7473
15.786477	53.118097	2.67256	6.469969	2.708537	36.436914	0.7682
15.786477	53.118097	1.739044	6.807853	5.39875	35.503398	0.7542
15.786477	53.118097	-0.159924	6.650112	-2.088605	33.60443	0.7608
15.786477	53.118097	3.866629	6.47946	-14.300077	37.630983	0.7678
15.786477	53.118097	-1.234964	6.851542	6.920442	32.52939	0.7523
15.786477	53.118097	2.276094	6.914325	4.285807	36.040448	0.7497
15.786477	53.118097	-3.867478	8.091652	2.122343	29.896876	0.6982
15.786477	53.118097	0.825412	6.501875	3.503151	34.589766	0.7669
15.786477	53.118097	3.419985	6.846244	-14.231622	37.18434	0.7525
15.786477	53.118097	3.267663	6.865207	-2.683468	37.032017	0.7517
15.786477	53.118097	1.395104	6.846852	1.117961	35.159458	0.7525
15.786477	53.118097	-0.943607	7.28552	0.910688	32.820747	0.7338
15.786477	53.118097	4.011115	6.581103	1.488766	37.775469	0.7636
15.786477	53.118097	1.357197	6.528395	5.081812	35.121551	0.7658
15.786477	53.118097	2.31823	6.721964	3.174247	36.082584	0.7578
15.786477	53.118097	3.305797	6.497755	5.378855	37.070151	0.7671
15.786477	53.118097	0.966052	6.850892	3.615228	34.730406	0.7523
15.786477	53.118097	4.239999	6.876747	7.382928	38.004354	0.7513
15.786477	53.118097	4.012394	7.137941	5.372202	37.776748	0.7402
15.786477	53.118097	0.991014	7.035043	7.193694	34.755368	0.7446
15.786477	53.118097	0.913885	7.701002	-2.335988	34.678239	0.7157
15.786477	53.118097	2.528754	6.79402	4.609523	36.293108	0.7547
15.786477	53.118097	4.425584	6.908266	-3.787532	38.189938	0.7499
15.786477	53.118097	-3.716835	9.431903	-6.736944	30.047519	0.6345
15.786477	53.118097	4.07906	6.830946	9.8533	37.843414	0.7532
15.786477	53.118097	4.251569	6.646888	4.015731	38.015923	0.7609
15.786477	53.118097	0.570193	7.551849	3.361457	34.334547	0.7222
15.786477	53.118097	-4.103744	6.83936	5.224801	29.66061	0.7528
15.786477	53.118097	3.164938	6.815074	6.333732	36.929292	0.7539
15.786477	53.118097	1.980722	6.923332	0.079949	35.745076	0.7493
15.786477	53.118097	-4.624457	9.327338	-6.679922	29.139897	0.6397
15.786477	53.118097	4.922619	6.737228	-4.507845	38.686973	0.7571
15.786477	53.118097	1.730977	7.077696	4.744809	35.495331	0.7427
15.786477	53.118097	5.124462	7.311281	5.954273	38.888816	0.7327
15.786477	53.118097	3.987858	6.377488	-8.860433	37.752212	0.772
15.786477	53.118097	3.056656	6.826329	8.811327	36.821011	0.7534
15.786477	53.118097	2.494849	6.685292	7.298146	36.259204	0.7593
15.786477	53.118097	3.936258	6.892085	4.510825	37.700612	0.7506
15.786477	53.118097	2.369097	7.008298	6.387017	36.133451	0.7457
15.786477	53.118097	5.008279	6.999692	-9.625642	38.772633	0.7461
15.786477	53.118097	3.299641	7.659872	-7.086174	37.063995	0.7175
15.786477	53.118097	4.067824	7.361241	-3.116825	37.832178	0.7305
15.786477	53.118097	1.572064	7.113576	1.531331	35.336418	0.7412
15.786477	53.118097	4.16858	7.419971	-11.214772	37.932934	0.728
15.786477	53.118097	3.891148	7.184333	10.758045	37.655502	0.7382
15.786477	53.118097	2.164053	7.726335	-5.969851	35.928407	0.7145
15.786477	53.118097	3.583367	6.930012	7.512912	37.347721	0.749
15.786477	53.118097	5.090213	7.175813	11.513841	38.854567	0.7385
15.786477	53.118097	5.420358	7.375125	-6.302554	39.184713	0.7299
15.786477	53.118097	5.326799	7.163616	-11.496432	39.091153	0.7391
15.786477	53.118097	3.559062	7.119293	7.397638	37.323416	0.741
15.786477	53.118097	4.647083	7.335193	-0.7533	38.411437	0.7317
15.786477	53.118097	3.966991	7.091998	6.777085	37.731345	0.7421
15.786477	53.118097	3.596294	7.345952	-14.033886	37.360648	0.7312
15.786477	53.118097	2.704844	7.297691	7.681826	36.469199	0.7333
15.786477	53.118097	2.86223	7.093721	-2.149058	36.626584	0.7421
15.786477	53.118097	4.778943	7.320492	-3.895294	38.543298	0.7323
15.786477	53.118097	1.548023	7.181336	-6.236731	35.312377	0.7383
15.786477	53.118097	4.550546	7.650119	-4.756445	38.3149	0.7179
15.786477	53.118097	4.689085	7.632095	-3.166617	38.453439	0.7187
15.786477	53.118097	3.35232	7.354831	4.934201	37.116674	0.7308
15.786477	53.118097	4.086037	7.452555	-7.592839	37.850391	0.7266
15.786477	53.118097	-1.185101	7.349312	5.550343	32.579253	0.7311
15.786477	53.118097	-0.331629	6.770991	-14.536577	33.432725	0.7557
15.786477	53.118097	-1.674934	6.71471	2.209546	32.08942	0.7581
15.786477	53.118097	-1.2607	6.995979	3.802914	32.503654	0.7462
15.786477	53.118097	-7.401574	10.242846	5.470727	26.36278	0.5926
15.786477	53.118097	1.161333	6.53753	-0.400145	34.925687	0.7654
15.786477	53.118097	-2.6865	6.902	-8.393193	31.077854	0.7502
15.786477	53.118097	-2.285342	7.151527	10.253924	31.479013	0.7396
15.786477	53.118097	-0.753154	6.839137	6.633828	33.0112	0.7528
15.786477	53.118097	0.835058	7.083399	0.355275	34.599412	0.7425
15.786477	53.118097	-0.514019	7.569687	2.550949	33.250335	0.7215
15.786477	53.118097	-0.10472	6.482319	-7.672454	33.659635	0.7677
15.786477	53.118097	-0.912356	6.946552	7.973457	32.851998	0.7483
15.786477	53.118097	2.425455	6.663868	4.975834	36.189809	0.7602
15.786477	53.118097	-1.088268	7.210892	8.48508	32.676086	0.737
15.786477	53.118097	-4.91537	7.437501	1.902138	28.848984	0.7272
15.786477	53.118097	2.048172	6.733597	-3.327512	35.812526	0.7573
15.786477	53.118097	-1.183128	7.141085	8.715012	32.581226	0.74
15.786477	53.118097	-0.470149	7.033733	-7.838691	33.294205	0.7446
15.786477	53.118097	0.585095	7.039951	1.848997	34.349449	0.7443
15.786477	53.118097	-1.265656	6.786344	-2.446793	32.498698	0.7551
15.786477	53.118097	1.039048	7.012277	6.465208	34.803402	0.7455
15.786477	53.118097	0.027087	6.886421	6.18636	33.791442	0.7509
15.786477	53.118097	0.937468	6.72342	-0.910837	34.701822	0.7577
15.786477	53.118097	-1.591845	6.858677	5.360638	32.172509	0.752
15.786477	53.118097	-0.316654	6.885282	6.044594	33.4477	0.7509
15.786477	53.118097	1.385664	6.951632	0.764402	35.150018	0.7481
15.786477	53.118097	1.937589	6.834122	7.075154	35.701943	0.7531
15.786477	53.118097	0.473103	6.726588	2.467926	34.237457	0.7576
15.786477	53.118097	1.718223	6.855107	0.999398	35.482577	0.7522
15.786477	53.118097	-0.762003	6.648843	-15.929193	33.002351	0.7608
15.786477	53.118097	2.24528	6.780346	0.352632	36.009634	0.7553
15.786477	53.118097	3.559895	7.000779	0.820002	37.324249	0.746
15.786477	53.118097	1.835121	6.938694	8.727424	35.599475	0.7486
15.786477	53.118097	-0.334599	6.886349	9.760874	33.429755	0.7509
15.786477	53.118097	3.348817	7.309955	0.007595	37.113171	0.7328
15.786477	53.118097	3.613825	6.867004	7.958095	37.378179	0.7517
15.786477	53.118097	0.773557	7.152259	-4.527701	34.537911	0.7396
15.786477	53.118097	0.786428	7.158996	-1.238413	34.550782	0.7393
15.786477	53.118097	-2.761505	6.836746	-12.093377	31.002849	0.7529
15.786477	53.118097	-4.933712	7.238976	11.801712	28.830642	0.7358
15.786477	53.118097	1.292682	7.100318	-7.564745	35.057036	0.7418
15.786477	53.118097	0.102466	6.803636	-11.390187	33.86682	0.7543
15.786477	53.118097	-0.342713	6.889271	4.883084	33.421641	0.7507
15.786477	53.118097	-2.659716	7.480146	-6.867023	31.104639	0.7254
15.786477	53.118097	-0.334302	7.391256	-14.024921	33.430052	0.7292
15.786477	53.118097	-0.278923	7.203731	-12.091325	33.485431	0.7373
15.786477	53.118097	-1.429542	7.17772	6.61123	32.334812	0.7385
15.786477	53.118097	-0.483936	6.915012	0.022804	33.280418	0.7496
15.786477	53.118097	-0.674293	7.037093	3.031928	33.090062	0.7445
15.786477	53.118097	-0.929927	6.951058	-3.787853	32.834427	0.7481
15.786477	53.118097	-0.252879	6.94728	2.303574	33.511475	0.7483
15.786477	53.118097	-1.999884	7.052499	0.097839	31.76447	0.7438
15.786477	53.118097	-1.732142	6.499891	-6.224036	32.032212	0.767
15.786477	53.118097	-1.207159	6.898551	-5.050093	32.557195	0.7503
15.786477	53.118097	-2.504518	7.233583	-0.854409	31.259836	0.7361
15.786477	53.118097	0.866219	6.66852	-11.347955	34.630573	0.76
15.786477	53.118097	2.52165	6.728432	3.984123	36.286004	0.7575
15.786477	53.118097	-1.094	6.763939	4.480832	32.670354	0.756
15.786477	53.118097	-1.897894	7.157968	-0.077848	31.86646	0.7393
15.786477	53.118097	-1.964276	7.021169	3.078784	31.800079	0.7451
15.786477	53.118097	-1.871171	7.00791	-13.591011	31.893183	0.7457
15.786477	53.118097	-3.23837	7.139921	-1.840372	30.525984	0.7401
15.786477	53.118097	-3.629454	7.123612	5.808116	30.1349	0.7408
15.786477	53.118097	-8.091929	8.391268	-1.084152	25.672425	0.6844
15.786477	53.118097	-3.557907	7.432808	4.646238	30.206447	0.7274
15.786477	53.118097	-2.489533	6.681879	5.345004	31.274821	0.7594
15.786477	53.118097	-0.37038	6.889917	-0.699488	33.393974	0.7507
15.786477	53.118097	-1.16425	6.740384	-11.046596	32.600104	0.757
15.786477	53.118097	-2.696332	6.983214	-14.708723	31.068023	0.7468
15.786477	53.118097	-0.144842	7.319308	-8.130543	33.619512	0.7324
15.786477	53.118097	-1.513008	6.982406	-3.367875	32.251346	0.7468
15.786477	53.118097	-5.314712	6.961044	-21.439817	28.449642	0.7477
15.786477	53.118097	-2.821851	7.046039	-12.892312	30.942503	0.7441
15.786477	53.118097	-0.920415	7.02641	5.697198	32.843939	0.7449
15.786477	53.118097	-2.552482	6.861118	-3.626727	31.211872	0.7519
15.786477	53.118097	-1.755745	7.163304	2.497334	32.00861	0.7391
15.786477	53.118097	0.429017	7.164485	7.606615	34.193371	0.739
15.786477	53.118097	0.51828	6.488859	-13.138036	34.282634	0.7674
15.786477	53.118097	-0.416059	7.102963	1.874792	33.348295	0.7417
15.786477	53.118097	-2.537204	7.240895	4.225749	31.22715	0.7357
15.786477	53.118097	-2.250083	7.029194	7.429858	31.514271	0.7448
15.786477	53.118097	-1.998496	7.142751	-0.558353	31.765858	0.74
15.786477	53.118097	-0.857713	6.930142	-15.712465	32.906641	0.749
15.786477	53.118097	-4.420691	6.883958	1.162808	29.343663	0.751
15.786477	53.118097	-2.752748	6.799873	7.170841	31.011606	0.7545
15.786477	53.118097	-3.104786	6.943525	-3.858748	30.659568	0.7484
15.786477	53.118097	-3.83528	6.700852	-3.409674	29.929074	0.7586
15.786477	53.118097	-2.898033	6.485455	-9.193226	30.866321	0.7676
15.786477	53.118097	-0.932748	6.346223	13.188366	32.831606	0.7733
15.786477	53.118097	1.758628	7.281373	-20.326339	35.522982	0.734
15.786477	53.118097	0.110943	6.993517	5.417211	33.875297	0.7463
15.786477	53.118097	-0.945857	6.657336	2.7643	32.818498	0.7605
15.786477	53.118097	0.25801	6.797481	8.796169	34.022364	0.7546
15.786477	53.118097	1.155835	6.579424	-7.785118	34.920189	0.7637
15.786477	53.118097	0.459784	6.407566	-3.155274	34.224138	0.7708
15.786477	53.118097	-2.483849	6.749167	3.072465	31.280505	0.7566
15.786477	53.118097	1.683446	6.688223	8.023222	35.4478	0.7592
15.786477	53.118097	2.579808	6.344085	0.318217	36.344162	0.7734
15.786477	53.118097	2.87559	7.237769	5.836452	36.639944	0.7359
15.786477	53.118097	-1.64298	6.699546	10.291642	32.121375	0.7587
15.786477	53.118097	-2.509737	6.444906	-6.213486	31.254617	0.7692
15.786477	53.118097	-0.144333	6.683831	3.380839	33.620021	0.7593
15.786477	53.118097	0.966217	6.581143	-5.898743	34.730571	0.7636
15.786477	53.118097	-1.224667	6.405765	-1.03236	32.539688	0.7709
15.786477	53.118097	3.320138	6.533102	5.1345	37.084492	0.7656
15.786477	53.118097	0.536013	6.426376	8.213054	34.300367	0.77
15.786477	53.118097	-0.053046	6.768829	5.111411	33.711308	0.7558
15.786477	53.118097	-0.33019	6.966371	-4.869876	33.434164	0.7475
15.786477	53.118097	1.267418	6.772254	5.636345	35.031772	0.7557
15.786477	53.118097	-0.027983	7.13979	3.472161	33.736371	0.7401
15.786477	53.118097	2.327389	7.281649	-0.515794	36.091743	0.734
15.786477	53.118097	4.703575	7.601693	-0.858622	38.467929	0.72
15.786477	53.118097	1.952229	7.283563	2.422618	35.716583	0.7339
15.786477	53.118097	2.343734	7.458365	0.216937	36.108088	0.7263
15.786477	53.118097	3.509901	7.680731	-3.063125	37.274255	0.7166
15.786477	53.118097	3.156125	7.089109	-3.539566	36.920479	0.7423
15.786477	53.118097	4.749092	7.234631	-16.709674	38.513446	0.736
15.786477	53.118097	-1.46236	7.323707	4.495364	32.301994	0.7322
15.786477	53.118097	0.736988	7.059905	6.338108	34.501342	0.7435
15.786477	53.118097	0.584581	7.522253	6.346017	34.348935	0.7235
15.786477	53.118097	3.6832	7.268919	0.587515	37.447554	0.7345
15.786477	53.118097	-2.390574	7.667102	-5.021543	31.37378	0.7172
15.786477	53.118097	5.551889	7.208089	2.632671	39.316243	0.7372
15.786477	53.118097	2.272487	7.169166	-2.764593	36.036841	0.7388
15.786477	53.118097	-1.887574	8.388601	10.473919	31.87678	0.6846
15.786477	53.118097	5.823996	7.362587	-9.799834	39.58835	0.7305
15.786477	53.118097	2.558252	7.658866	6.555654	36.322606	0.7175
15.786477	53.118097	0.248617	7.291007	-5.801209	34.012971	0.7336
15.786477	53.118097	0.934302	7.72381	-3.091279	34.698656	0.7147
15.786477	53.118097	-3.560041	8.482237	0.017626	30.204313	0.6802
15.786477	53.118097	2.129746	7.421473	7.4675	35.8941	0.7279
15.786477	53.118097	0.676042	7.409101	0.476017	34.440396	0.7285
15.786477	53.118097	0.730082	7.391838	2.457208	34.494436	0.7292
15.786477	53.118097	3.601747	7.224739	0.301401	37.366101	0.7364
15.786477	53.118097	3.015918	6.889495	-1.382433	36.780272	0.7507
15.786477	53.118097	-2.563071	9.166031	0.499833	31.201283	0.6476
15.786477	53.118097	3.950127	7.258489	1.362782	37.714481	0.735
15.786477	53.118097	1.74652	7.766954	8.995032	35.510874	0.7127
15.786477	53.118097	2.621051	7.458577	-1.425371	36.385405	0.7263
15.786477	53.118097	3.135199	7.194148	-1.275099	36.899553	0.7378
15.786477	53.118097	3.208922	7.435211	-5.126972	36.973276	0.7273
15.786477	53.118097	0.840788	7.117019	8.39334	34.605142	0.7411
15.786477	53.118097	3.276033	6.965426	0.730865	37.040387	0.7475
15.786477	53.118097	3.782515	7.31967	-8.798851	37.546869	0.7323
15.786477	53.118097	2.042176	7.097287	3.473577	35.80653	0.7419
15.786477	53.118097	1.997546	6.842568	-5.869604	35.7619	0.7527
15.786477	53.118097	2.98173	6.907774	7.841674	36.746084	0.7499
15.786477	53.118097	2.610217	6.757191	3.649434	36.374571	0.7563
15.786477	53.118097	1.380204	6.588545	-8.905351	35.144558	0.7633
15.786477	53.118097	3.897365	6.888486	-2.023708	37.661719	0.7508
15.786477	53.118097	4.193435	6.730547	3.713574	37.957789	0.7574
15.786477	53.118097	2.256651	6.539401	-12.710156	36.021006	0.7653
15.786477	53.118097	4.953151	6.631066	-12.541252	38.717505	0.7615
15.786477	53.118097	4.325359	7.32012	6.688932	38.089713	0.7323
15.786477	53.118097	4.024499	7.126335	4.188199	37.788853	0.7407
15.786477	53.118097	0.947488	6.863126	-5.474081	34.711842	0.7518
15.786477	53.118097	-3.532629	8.718531	-12.28918	30.231725	0.6691
15.786477	53.118097	3.952267	7.047476	-10.590497	37.716621	0.744
15.786477	53.118097	4.070566	6.855651	-13.18864	37.83492	0.7521
15.786477	53.118097	2.401321	6.786839	0.44519	36.165675	0.755
15.786477	53.118097	2.101478	6.784822	0.491704	35.865832	0.7551
15.786477	53.118097	3.283177	6.775891	1.234052	37.047531	0.7555
15.786477	53.118097	2.667875	6.612338	-4.631035	36.432229	0.7623
15.786477	53.118097	2.245438	6.730749	-12.094798	36.009792	0.7574
15.786477	53.118097	3.423391	6.624826	0.800949	37.187745	0.7618
15.786477	53.118097	0.864727	6.447311	-2.187751	34.629082	0.7692
15.786477	53.118097	1.410971	6.545568	-5.354232	35.175325	0.7651
15.786477	53.118097	2.051262	6.943951	2.333244	35.815616	0.7484
15.786477	53.118097	3.256844	6.814928	2.993807	37.021198	0.7539
15.786477	53.118097	0.363035	7.210154	0.964251	34.127389	0.7371
15.786477	53.118097	1.885913	6.929679	9.275607	35.650267	0.749
15.786477	53.118097	2.160246	7.260594	12.652207	35.9246	0.7349
15.786477	53.118097	-1.935276	7.171514	-6.859371	31.829078	0.7387
15.786477	53.118097	1.193294	7.111456	-1.763216	34.957648	0.7413
15.786477	53.118097	-1.1489	7.227587	8.856033	32.615454	0.7363
15.786477	53.118097	-8.151365	9.318155	-1.090825	25.612989	0.6401
15.786477	53.118097	2.0393	7.122481	-4.29687	35.803654	0.7408
15.786477	53.118097	-1.610019	6.825148	7.161556	32.154335	0.7534
15.786477	53.118097	1.843949	7.303521	-8.14533	35.608303	0.733
15.786477	53.118097	-0.108774	7.077589	-7.1687	33.65558	0.7427
15.786477	53.118097	0.988592	7.281747	4.706259	34.752947	0.734
15.786477	53.118097	0.451682	6.846513	1.377825	34.216036	0.7525
15.786477	53.118097	1.301012	6.945924	8.710044	35.065366	0.7483
15.786477	53.118097	-3.975756	8.888781	4.175576	29.788598	0.661
15.786477	53.118097	0.538169	7.068603	-2.716091	34.302524	0.7431
15.786477	53.118097	-0.49169	7.02704	-6.319276	33.272664	0.7449
15.786477	53.118097	0.243698	7.086681	-4.409389	34.008052	0.7424
15.786477	53.118097	2.486465	6.904182	7.461739	36.250819	0.7501
15.786477	53.118097	1.694103	7.17793	-5.884421	35.458457	0.7385
15.786477	53.118097	0.436637	7.303962	5.114558	34.200991	0.733
15.786477	53.118097	-0.996237	6.93576	3.854602	32.768117	0.7488
15.786477	53.118097	1.631584	7.396547	7.968628	35.395938	0.729
15.786477	53.118097	0.915485	7.100211	-3.765488	34.679839	0.7418
15.786477	53.118097	2.621203	7.207692	-11.36735	36.385557	0.7372
15.786477	53.118097	3.428481	7.214355	6.319843	37.192835	0.7369
15.786477	53.118097	2.296124	6.918136	8.743842	36.060478	0.7495
15.786477	53.118097	2.698783	7.150341	2.860075	36.463137	0.7396
15.786477	53.118097	3.0313	7.177404	0.769233	36.795654	0.7385
15.786477	53.118097	-1.527461	7.661274	-0.036583	32.236893	0.7174
15.786477	53.118097	-0.411578	6.34931	-8.011142	33.352776	0.7732
15.786477	53.118097	0.194116	9.336564	-13.180264	33.95847	0.6392
15.786477	53.118097	2.698451	7.348675	-0.769972	36.462805	0.7311
15.786477	53.118097	0.207558	7.194963	-4.795667	33.971912	0.7377
15.786477	53.118097	0.941685	7.523294	-5.372483	34.706039	0.7235
15.786477	53.118097	3.47629	7.296647	-5.725131	37.240644	0.7333
15.786477	53.118097	1.65615	7.045452	4.842726	35.420504	0.7441
15.786477	53.118097	2.332029	6.874194	5.648248	36.096383	0.7514
15.786477	53.118097	3.190101	7.033195	-1.905894	36.954455	0.7446
15.786477	53.118097	-0.653628	9.813005	-0.828165	33.110726	0.6151
15.786477	53.118097	1.994193	7.542925	4.589741	35.758547	0.7226
15.786477	53.118097	2.666637	7.315517	3.781009	36.430991	0.7325
15.786477	53.118097	2.240758	6.896615	6.322298	36.005113	0.7504
15.786477	53.118097	0.965363	6.987341	3.796477	34.729717	0.7466
15.786477	53.118097	2.828518	7.086348	4.760566	36.592872	0.7424
15.786477	53.118097	-3.05606	6.869799	-11.026747	30.708294	0.7516
15.786477	53.118097	2.256523	6.997319	-2.894949	36.020877	0.7462
15.786477	53.118097	-1.55051	7.053473	-1.801328	32.213844	0.7438
15.786477	53.118097	-4.074499	7.238606	1.892252	29.689855	0.7358
15.786477	53.118097	-1.42997	6.868848	-8.906135	32.334384	0.7516
15.786477	53.118097	-0.957624	7.469836	2.340726	32.80673	0.7258
15.786477	53.118097	2.183005	6.777678	-3.384079	35.947359	0.7554
15.786477	53.118097	-4.473426	9.059526	-0.559835	29.290928	0.6528
15.786477	53.118097	-0.108135	6.824258	-0.320107	33.656219	0.7535
15.786477	53.118097	-3.402077	6.766475	8.814899	30.362277	0.7559
