Vg	Ve	g	PEV	resid	pred	GBLUP_EBVAcc
15.786477	53.118097	-3.482644	7.538161	-3.651791	30.28171	0.7228
15.786477	53.118097	-1.824695	7.538032	7.437831	31.939659	0.7228
15.786477	53.118097	-1.391375	7.574008	10.723258	32.372979	0.7213
15.786477	53.118097	-3.61984	8.584808	7.415578	30.144514	0.6754
15.786477	53.118097	-3.593248	7.50528	1.51865	30.171106	0.7243
15.786477	53.118097	-5.216397	7.538619	0.195119	28.547957	0.7228
15.786477	53.118097	-1.981651	6.305362	-16.011549	31.782703	0.775
15.786477	53.118097	-6.128718	9.877277	2.634081	27.635636	0.6118
15.786477	53.118097	-1.512386	7.243231	13.501797	32.251968	0.7356
15.786477	53.118097	-2.422395	7.57645	5.605246	31.341959	0.7212
15.786477	53.118097	0.848823	7.047767	7.434511	34.613177	0.744
15.786477	53.118097	-8.037422	9.592578	-3.719214	25.726932	0.6264
15.786477	53.118097	-3.501943	7.389007	3.930178	30.262411	0.7293
15.786477	53.118097	-3.486605	7.054387	4.059361	30.277749	0.7437
15.786477	53.118097	-2.476761	7.56098	0.578267	31.287593	0.7218
15.786477	53.118097	-2.998518	7.337768	-16.541674	30.765836	0.7316
15.786477	53.118097	-4.088731	8.041063	9.072748	29.675623	0.7005
15.786477	53.118097	-0.807715	7.286037	-9.230165	32.95664	0.7338
15.786477	53.118097	-9.262429	9.057086	-9.765034	24.501925	0.6529
15.786477	53.118097	-2.481789	7.237641	-8.578826	31.282565	0.7359
15.786477	53.118097	-0.698774	7.751005	4.281068	33.06558	0.7134
15.786477	53.118097	0.611171	7.711033	-6.76608	34.375525	0.7152
15.786477	53.118097	0.059064	7.590022	-10.507335	33.823418	0.7206
15.786477	53.118097	-0.634708	7.265999	7.481817	33.129646	0.7347
15.786477	53.118097	0.335512	7.564993	-0.077219	34.099866	0.7217
15.786477	53.118097	-0.481048	7.182396	4.148104	33.283306	0.7383
15.786477	53.118097	0.600764	7.330211	6.142909	34.365118	0.7319
15.786477	53.118097	0.081144	7.457276	6.748819	33.845498	0.7264
15.786477	53.118097	-1.020964	7.62383	-1.424241	32.74339	0.7191
15.786477	53.118097	-3.24964	6.635567	3.76923	30.514715	0.7614
15.786477	53.118097	-2.958586	7.776997	-6.314892	30.805768	0.7123
15.786477	53.118097	-0.382106	7.733874	5.653197	33.382248	0.7142
15.786477	53.118097	-1.005087	7.551327	-10.822806	32.759267	0.7223
15.786477	53.118097	-0.313858	7.510428	5.581616	33.450496	0.7241
15.786477	53.118097	1.039091	7.395452	4.665338	34.803445	0.7291
15.786477	53.118097	0.078165	7.107581	5.386655	33.842519	0.7415
15.786477	53.118097	3.019644	6.664931	3.552665	36.783998	0.7601
15.786477	53.118097	-0.140772	7.174323	-3.809947	33.623582	0.7386
15.786477	53.118097	-3.657451	7.655778	4.474383	30.106903	0.7177
15.786477	53.118097	-2.872498	7.818005	2.732849	30.891856	0.7105
15.786477	53.118097	-1.451191	7.117971	-8.95195	32.313163	0.741
15.786477	53.118097	-1.443343	7.692158	8.144986	32.321011	0.7161
15.786477	53.118097	-3.322644	7.690781	0.339372	30.44171	0.7161
15.786477	53.118097	-4.860353	7.619353	-3.916092	28.904001	0.7193
15.786477	53.118097	-7.242366	7.644277	-2.457856	26.521988	0.7182
15.786477	53.118097	-3.901973	8.051841	5.928665	29.862382	0.7
15.786477	53.118097	-2.489154	7.642582	-5.534435	31.2752	0.7182
15.786477	53.118097	-2.001815	8.034417	8.2923	31.762539	0.7008
15.786477	53.118097	-3.57827	7.277211	1.568777	30.186084	0.7342
15.786477	53.118097	-3.100624	7.735253	-12.310901	30.66373	0.7141
15.786477	53.118097	-5.583352	8.893979	1.779012	28.181002	0.6608
15.786477	53.118097	-3.502744	7.406012	-7.171437	30.26161	0.7286
15.786477	53.118097	-5.3753	6.628311	1.691719	28.389054	0.7617
15.786477	53.118097	-2.077347	7.590477	1.30378	31.687007	0.7205
15.786477	53.118097	-0.040484	7.039937	-5.848872	33.723871	0.7443
15.786477	53.118097	4.247559	7.385176	3.628279	38.011913	0.7295
15.786477	53.118097	1.723162	7.256711	-0.754959	35.487516	0.7351
15.786477	53.118097	4.156159	7.722634	4.462066	37.920513	0.7147
15.786477	53.118097	0.769837	7.20993	7.543683	34.534191	0.7371
15.786477	53.118097	1.996195	7.372313	5.248684	35.760549	0.7301
15.786477	53.118097	3.485932	7.694785	-1.575514	37.250286	0.7159
15.786477	53.118097	3.916492	8.425919	0.96516	37.680846	0.6828
15.786477	53.118097	4.872553	7.02031	2.847209	38.636907	0.7452
15.786477	53.118097	3.697844	7.218992	9.144263	37.462198	0.7367
15.786477	53.118097	4.082255	7.584177	-11.410132	37.846609	0.7208
15.786477	53.118097	1.931375	7.337296	9.380939	35.695729	0.7316
15.786477	53.118097	2.632936	7.526007	-9.355198	36.39729	0.7234
15.786477	53.118097	-0.454468	7.617167	8.654673	33.309886	0.7194
15.786477	53.118097	2.911454	7.21227	-0.018017	36.675808	0.737
15.786477	53.118097	1.806001	7.189023	-11.31858	35.570355	0.738
15.786477	53.118097	3.47519	7.578974	-0.596068	37.239544	0.721
15.786477	53.118097	1.792614	7.086611	-5.498115	35.556968	0.7424
15.786477	53.118097	4.187305	7.53915	-1.687065	37.951659	0.7228
15.786477	53.118097	2.611307	7.106503	1.772956	36.375661	0.7415
15.786477	53.118097	1.732634	7.262928	-1.069388	35.496988	0.7348
15.786477	53.118097	1.793173	7.226843	4.630841	35.557527	0.7364
15.786477	53.118097	-3.110119	6.723288	8.415303	30.654235	0.7577
15.786477	53.118097	-4.675058	6.61197	-7.959846	29.089296	0.7623
15.786477	53.118097	-2.806084	6.85391	-11.158998	30.95827	0.7522
15.786477	53.118097	-2.19182	6.885746	-13.185487	31.572534	0.7509
15.786477	53.118097	-1.970178	6.75903	-11.66044	31.794176	0.7562
15.786477	53.118097	-2.166686	6.529901	-4.657845	31.597668	0.7657
15.786477	53.118097	-4.662355	7.164216	3.711682	29.101999	0.739
15.786477	53.118097	-6.083583	8.47339	-13.248096	27.680771	0.6806
15.786477	53.118097	-3.211027	6.86125	-5.831106	30.553328	0.7519
15.786477	53.118097	-1.792089	6.619217	0.166032	31.972265	0.762
15.786477	53.118097	-2.975141	6.658135	-2.192866	30.789213	0.7604
15.786477	53.118097	-0.521114	6.821188	10.291359	33.24324	0.7536
15.786477	53.118097	-5.000079	9.657518	3.559371	28.764275	0.6231
15.786477	53.118097	-4.612078	6.84058	6.778619	29.152276	0.7528
15.786477	53.118097	-4.819944	6.672004	3.245035	28.94441	0.7598
15.786477	53.118097	-1.913662	6.946065	-9.619298	31.850692	0.7483
15.786477	53.118097	-2.360611	7.360249	3.292604	31.403743	0.7306
15.786477	53.118097	-3.422644	6.710304	2.2493	30.34171	0.7582
15.786477	53.118097	-6.090532	6.835096	6.38958	27.673822	0.753
15.786477	53.118097	-3.847326	6.729717	0.040905	29.917028	0.7574
15.786477	53.118097	-2.239813	6.91223	2.14774	31.524541	0.7498
15.786477	53.118097	1.271958	6.79395	3.689415	35.036312	0.7547
15.786477	53.118097	0.19683	6.60446	-19.239942	33.961184	0.7627
15.786477	53.118097	-0.530417	6.885524	-4.029588	33.233937	0.7509
15.786477	53.118097	-1.743089	7.199295	5.146812	32.021265	0.7375
15.786477	53.118097	-0.111234	6.191159	-5.724863	33.65312	0.7796
15.786477	53.118097	-1.573495	6.914598	-1.309322	32.190859	0.7497
15.786477	53.118097	0.218243	6.635084	0.942497	33.982598	0.7614
15.786477	53.118097	0.885219	6.840264	0.05637	34.649573	0.7528
15.786477	53.118097	-1.061338	6.821871	-7.778102	32.703016	0.7536
15.786477	53.118097	1.030092	6.585733	3.561379	34.794446	0.7634
15.786477	53.118097	0.679542	6.619443	2.990403	34.443896	0.762
15.786477	53.118097	1.267345	6.736985	-0.915983	35.031699	0.7571
15.786477	53.118097	0.06192	6.928808	2.537365	33.826274	0.7491
15.786477	53.118097	-0.777023	6.828492	8.592045	32.987331	0.7533
15.786477	53.118097	1.6685	6.820518	0.067188	35.432855	0.7536
15.786477	53.118097	-4.183935	9.005792	-4.954312	29.580419	0.6554
15.786477	53.118097	2.301247	6.571921	-2.948814	36.065601	0.764
15.786477	53.118097	0.95909	6.613917	2.491398	34.723444	0.7623
15.786477	53.118097	-2.517727	7.025829	-2.468234	31.246627	0.7449
15.786477	53.118097	3.144015	6.731604	6.623486	36.90837	0.7574
15.786477	53.118097	1.181437	6.782841	5.571115	34.945791	0.7552
15.786477	53.118097	-1.611425	6.862068	-10.047418	32.15293	0.7519
15.786477	53.118097	-0.429553	7.251827	-17.861022	33.334801	0.7353
15.786477	53.118097	-2.936607	6.980213	0.795877	30.827747	0.7469
15.786477	53.118097	-4.897759	6.967622	1.185224	28.866595	0.7474
15.786477	53.118097	-1.280603	7.571706	-12.975049	32.483751	0.7214
15.786477	53.118097	-3.476107	7.156852	6.926412	30.288247	0.7394
15.786477	53.118097	-2.573636	6.948047	4.403649	31.190718	0.7482
15.786477	53.118097	-2.51361	6.777116	-14.569112	31.250745	0.7554
15.786477	53.118097	-2.89838	6.905814	-14.65405	30.865974	0.75
15.786477	53.118097	-2.400391	7.327881	4.911271	31.363963	0.732
15.786477	53.118097	0.068399	7.001938	-1.878359	33.832753	0.746
15.786477	53.118097	-5.669501	7.00122	-12.29827	28.094853	0.746
15.786477	53.118097	-2.66839	7.239422	3.564069	31.095965	0.7358
15.786477	53.118097	-4.378769	7.040238	6.655733	29.385585	0.7443
15.786477	53.118097	-4.145909	8.50759	8.767543	29.618445	0.679
15.786477	53.118097	-1.754857	7.003321	5.271002	32.009497	0.7459
15.786477	53.118097	-3.277196	7.097772	-0.801634	30.487158	0.7419
15.786477	53.118097	-1.514877	6.914385	3.038553	32.249478	0.7497
15.786477	53.118097	-4.135469	6.743259	7.438755	29.628885	0.7569
15.786477	53.118097	-1.40154	7.120806	12.680653	32.362814	0.7409
15.786477	53.118097	-4.319721	7.442339	-7.100066	29.444633	0.727
15.786477	53.118097	-2.794636	6.751981	-0.162035	30.969718	0.7565
15.786477	53.118097	1.634931	6.418693	-5.945374	35.399285	0.7703
15.786477	53.118097	-0.296066	6.606234	-6.565885	33.468288	0.7626
15.786477	53.118097	1.40805	6.585096	2.883254	35.172404	0.7635
15.786477	53.118097	1.015817	6.572699	6.655184	34.780172	0.764
15.786477	53.118097	1.594155	6.608183	-3.997122	35.358509	0.7625
15.786477	53.118097	1.848835	6.358018	-11.845503	35.613189	0.7728
15.786477	53.118097	0.045005	7.072885	2.768696	33.809359	0.7429
15.786477	53.118097	4.255803	6.966724	5.912846	38.020157	0.7475
15.786477	53.118097	0.609505	6.467799	9.589273	34.373859	0.7683
15.786477	53.118097	0.244988	6.380427	6.332034	34.009342	0.7719
15.786477	53.118097	1.077075	5.475539	8.228191	34.841429	0.8082
15.786477	53.118097	1.431733	7.006885	-6.235767	35.196087	0.7458
15.786477	53.118097	0.141723	6.467918	1.49254	33.906077	0.7683
15.786477	53.118097	0.547144	6.813338	-2.713866	34.311498	0.7539
15.786477	53.118097	1.450264	6.768768	-1.611234	35.214618	0.7558
15.786477	53.118097	2.16585	6.990293	-9.942317	35.930204	0.7465
15.786477	53.118097	0.981399	6.718576	-11.063789	34.745753	0.7579
15.786477	53.118097	-0.600356	6.673613	3.586257	33.163998	0.7598
15.786477	53.118097	-2.65182	6.710113	1.571817	31.112534	0.7583
15.786477	53.118097	-0.325595	6.682193	0.790287	33.438759	0.7594
15.786477	53.118097	-0.95517	6.843278	-9.950012	32.809184	0.7527
15.786477	53.118097	-1.970657	6.719376	-1.720136	31.793697	0.7579
15.786477	53.118097	-3.410187	6.699717	4.47446	30.354167	0.7587
15.786477	53.118097	0.897873	7.140833	-0.223594	34.662227	0.74
15.786477	53.118097	-3.563089	6.898839	-3.427157	30.201265	0.7503
15.786477	53.118097	-1.587898	6.693539	-5.813169	32.176456	0.7589
15.786477	53.118097	-1.052456	6.471258	-4.763452	32.711899	0.7682
15.786477	53.118097	-2.945364	9.336974	5.040349	30.81899	0.6392
15.786477	53.118097	-1.453166	6.639816	5.546368	32.311188	0.7612
15.786477	53.118097	-5.557161	6.308266	5.210129	28.207193	0.7749
15.786477	53.118097	0.543356	6.963307	5.750121	34.30771	0.7476
15.786477	53.118097	-2.171585	6.972808	7.48808	31.592769	0.7472
15.786477	53.118097	-3.161792	6.921751	1.409812	30.602562	0.7494
15.786477	53.118097	-5.304539	6.664384	11.046369	28.459815	0.7602
15.786477	53.118097	-3.390974	6.82958	-1.316217	30.37338	0.7532
15.786477	53.118097	-2.659079	6.717374	9.373931	31.105275	0.7579
15.786477	53.118097	-1.875917	6.932318	5.139454	31.888437	0.7489
15.786477	53.118097	1.306671	7.053534	0.861043	35.071026	0.7438
15.786477	53.118097	0.038005	7.054616	11.373358	33.802359	0.7437
15.786477	53.118097	-4.561046	6.198273	10.336008	29.203308	0.7793
15.786477	53.118097	-3.912295	7.244673	9.404845	29.85206	0.7356
15.786477	53.118097	0.40542	7.930842	-3.283992	34.169774	0.7054
15.786477	53.118097	2.229283	7.144458	-4.589848	35.993637	0.7399
15.786477	53.118097	0.013606	7.494548	-1.88728	33.777961	0.7247
15.786477	53.118097	0.165262	7.417029	9.623328	33.929616	0.7281
15.786477	53.118097	0.89586	7.273161	-12.31587	34.660214	0.7344
15.786477	53.118097	1.575207	7.885917	2.517002	35.339561	0.7074
15.786477	53.118097	-0.963705	7.330714	-17.597044	32.800649	0.7319
15.786477	53.118097	-2.023104	7.567263	-2.367491	31.74125	0.7216
15.786477	53.118097	1.222067	7.134199	3.177489	34.986421	0.7403
15.786477	53.118097	-2.746849	7.019898	-4.579683	31.017505	0.7452
15.786477	53.118097	0.066743	7.380165	6.73575	33.831097	0.7297
15.786477	53.118097	-1.001412	7.622199	6.613583	32.762942	0.7191
15.786477	53.118097	1.280053	7.336666	-2.99486	35.044407	0.7316
15.786477	53.118097	0.902036	7.550401	-1.816389	34.66639	0.7223
15.786477	53.118097	-4.299297	6.275971	-7.250435	29.465057	0.7762
15.786477	53.118097	0.998793	7.596389	-2.800273	34.763148	0.7203
15.786477	53.118097	-1.084987	7.076876	-2.615845	32.679367	0.7428
15.786477	53.118097	0.266938	7.425057	-16.857951	34.031292	0.7278
15.786477	53.118097	2.895793	7.383478	-6.389771	36.660147	0.7296
15.786477	53.118097	0.244928	7.467451	-1.573529	34.009282	0.7259
15.786477	53.118097	-1.970167	7.276596	3.911317	31.794188	0.7342
15.786477	53.118097	-0.026333	7.516104	-12.155976	33.738021	0.7238
15.786477	53.118097	0.495136	6.677756	-12.773273	34.25949	0.7596
15.786477	53.118097	-0.315826	7.768986	1.582208	33.448528	0.7127
15.786477	53.118097	1.843553	7.735287	5.66669	35.607907	0.7141
15.786477	53.118097	-1.961592	7.710529	9.344669	31.802762	0.7152
15.786477	53.118097	-1.783325	7.643425	0.512294	31.98103	0.7182
15.786477	53.118097	0.74613	7.757571	2.23347	34.510485	0.7132
15.786477	53.118097	2.03471	7.602083	4.367384	35.799064	0.72
15.786477	53.118097	0.854919	7.696289	-6.076517	34.619273	0.7159
15.786477	53.118097	1.037327	7.631347	-4.041946	34.801681	0.7187
15.786477	53.118097	2.243578	7.217721	5.723381	36.007932	0.7367
15.786477	53.118097	1.986071	7.354377	7.056636	35.750425	0.7308
15.786477	53.118097	-7.173053	7.225639	6.787634	26.591301	0.7364
15.786477	53.118097	0.173743	7.570929	4.919897	33.938097	0.7214
15.786477	53.118097	0.94112	7.251362	-8.482683	34.705474	0.7353
15.786477	53.118097	2.838997	7.206092	-11.318478	36.603351	0.7372
15.786477	53.118097	2.345256	7.231829	-11.480288	36.10961	0.7361
15.786477	53.118097	-1.367743	7.025102	0.712175	32.396611	0.745
15.786477	53.118097	-0.431706	7.295755	2.379506	33.332648	0.7334
15.786477	53.118097	-1.32492	7.59556	-0.436564	32.439434	0.7203
15.786477	53.118097	-0.035322	7.638886	8.500947	33.729032	0.7184
15.786477	53.118097	-1.728184	8.77077	-5.291556	32.03617	0.6666
15.786477	53.118097	-1.540271	6.832379	-6.150328	32.224083	0.7531
15.786477	53.118097	-3.528061	7.278782	2.913426	30.236293	0.7341
15.786477	53.118097	0.284148	7.323427	5.105801	34.048502	0.7322
15.786477	53.118097	-3.555878	7.252269	6.260292	30.208476	0.7353
15.786477	53.118097	-0.291882	7.244634	-16.811579	33.472472	0.7356
15.786477	53.118097	2.25922	7.418207	8.306786	36.023574	0.7281
15.786477	53.118097	-0.301508	7.376422	-15.055577	33.462846	0.7299
15.786477	53.118097	0.915026	7.433185	4.528248	34.67938	0.7274
15.786477	53.118097	-2.597174	7.597722	7.380836	31.16718	0.7202
15.786477	53.118097	-0.03471	7.135573	-3.02391	33.729644	0.7403
15.786477	53.118097	0.280145	7.15544	0.18616	34.044499	0.7394
15.786477	53.118097	0.284941	7.015115	-9.702809	34.049295	0.7454
15.786477	53.118097	-3.488374	6.754734	-1.060966	30.27598	0.7564
15.786477	53.118097	-1.239293	6.944568	-11.62876	32.525061	0.7484
