Vg	Ve	g	PEV	resid	pred	BLUP_EBVAcc
12.334348	55.548879	-0.553184	7.334332	-10.825513	33.221186	0.6367
12.334348	55.548879	-2.366536	7.292609	1.570156	31.407834	0.6393
12.334348	55.548879	-2.750382	7.146184	-3.576523	31.023988	0.6486
12.334348	55.548879	2.734261	7.271355	5.383994	36.508631	0.6407
12.334348	55.548879	0.505745	7.151859	3.622321	34.280115	0.6482
12.334348	55.548879	2.710065	7.101896	3.053069	36.484435	0.6513
12.334348	55.548879	-1.568416	7.139695	3.984945	32.205954	0.649
12.334348	55.548879	2.493983	7.077348	8.196547	36.268352	0.6528
12.334348	55.548879	0.162345	7.062048	-0.991788	33.936715	0.6538
12.334348	55.548879	-1.189674	7.076447	-9.120178	32.584696	0.6529
12.334348	55.548879	1.237282	7.081882	-7.346673	35.011652	0.6526
12.334348	55.548879	1.692374	7.077059	-11.213561	35.466743	0.6529
12.334348	55.548879	3.386582	7.073749	4.046489	37.160952	0.6531
12.334348	55.548879	1.121235	7.326307	4.256284	34.895604	0.6372
12.334348	55.548879	-1.927528	7.288113	5.524387	31.846842	0.6396
12.334348	55.548879	-0.325882	7.636132	-1.316902	33.448488	0.6172
12.334348	55.548879	0.366361	7.273458	8.792581	34.140731	0.6406
12.334348	55.548879	1.617244	7.016209	5.815827	35.391614	0.6566
12.334348	55.548879	3.007414	7.273908	7.844335	36.781784	0.6405
12.334348	55.548879	0.210955	7.259345	-3.01209	33.985325	0.6414
12.334348	55.548879	-7.746789	7.530816	-12.693788	26.027581	0.6241
12.334348	55.548879	-4.261356	7.326761	-6.642878	29.513014	0.6372
12.334348	55.548879	0.713567	7.034815	0.311018	34.487936	0.6555
12.334348	55.548879	0.334608	7.053012	3.390408	34.108978	0.6544
12.334348	55.548879	0.682534	7.14845	8.798847	34.456904	0.6484
12.334348	55.548879	2.483614	7.108156	3.659699	36.257984	0.6509
12.334348	55.548879	-2.80295	7.063016	-8.921057	30.97142	0.6537
12.334348	55.548879	-3.152137	7.06618	-6.011743	30.622233	0.6535
12.334348	55.548879	-2.209526	7.062913	-3.57598	31.564844	0.6537
12.334348	55.548879	-1.556276	7.138108	-5.346384	32.218094	0.6491
12.334348	55.548879	3.112705	7.072678	1.57963	36.887075	0.6531
12.334348	55.548879	2.871227	7.070579	4.843979	36.645597	0.6533
12.334348	55.548879	0.350687	7.146066	-1.50257	34.125057	0.6486
12.334348	55.548879	0.334229	7.154132	7.736479	34.108599	0.6481
12.334348	55.548879	-1.760179	7.066382	6.525881	32.014191	0.6535
12.334348	55.548879	-2.595614	7.397605	-9.890324	31.178756	0.6326
12.334348	55.548879	1.136383	7.194845	7.446802	34.910753	0.6455
12.334348	55.548879	1.822763	7.005194	-4.948524	35.597133	0.6573
12.334348	55.548879	2.339003	7.179898	-4.356018	36.113373	0.6464
12.334348	55.548879	0.316188	7.035275	-3.16812	34.090558	0.6555
12.334348	55.548879	1.844073	7.065948	5.380231	35.618443	0.6536
12.334348	55.548879	0.65814	7.187121	-3.543135	34.43251	0.646
12.334348	55.548879	-0.440166	7.029668	-3.459695	33.334204	0.6558
12.334348	55.548879	-0.273023	7.100729	7.980987	33.501347	0.6514
12.334348	55.548879	-2.242407	7.116543	7.698349	31.531963	0.6504
12.334348	55.548879	2.07951	7.231298	3.129547	35.85388	0.6432
12.334348	55.548879	2.913844	7.106919	7.534856	36.688214	0.651
12.334348	55.548879	-1.347764	7.063785	4.186071	32.426606	0.6537
12.334348	55.548879	-1.782183	7.404108	-2.563601	31.992187	0.6322
12.334348	55.548879	1.248303	7.182263	4.473231	35.022673	0.6463
12.334348	55.548879	-2.892376	7.169906	-3.158212	30.881993	0.6471
12.334348	55.548879	1.902752	7.229384	3.467525	35.677122	0.6433
12.334348	55.548879	0.478717	7.067651	-6.917789	34.253087	0.6534
12.334348	55.548879	0.888906	7.230352	-6.071283	34.663276	0.6433
12.334348	55.548879	0.218212	7.143995	4.616614	33.992582	0.6487
12.334348	55.548879	4.066789	7.18564	4.857565	37.841159	0.6461
12.334348	55.548879	1.276221	7.061617	-9.700659	35.050591	0.6538
12.334348	55.548879	-0.177531	7.287897	4.730221	33.596839	0.6396
12.334348	55.548879	1.652381	7.071402	-0.675343	35.42675	0.6532
12.334348	55.548879	0.772623	7.255762	2.046955	34.546993	0.6417
12.334348	55.548879	0.243525	7.145805	4.844617	34.017895	0.6486
12.334348	55.548879	1.068776	7.141232	4.965387	34.843146	0.6489
12.334348	55.548879	1.107594	7.089687	10.839631	34.881964	0.6521
12.334348	55.548879	0.80889	7.076447	8.881258	34.58326	0.6529
12.334348	55.548879	0.469795	7.147246	6.882667	34.244164	0.6485
12.334348	55.548879	-3.335641	7.128653	-3.88379	30.438729	0.6497
12.334348	55.548879	-0.67225	7.259483	-10.967284	33.10212	0.6414
12.334348	55.548879	-1.457095	7.169567	9.769633	32.317275	0.6471
12.334348	55.548879	2.298181	7.22876	7.029223	36.072551	0.6434
12.334348	55.548879	-0.232944	7.123894	-7.595435	33.541426	0.6499
12.334348	55.548879	-4.585596	7.081933	-8.332312	29.188773	0.6526
12.334348	55.548879	0.294846	7.286567	8.98501	34.069216	0.6397
12.334348	55.548879	0.971567	7.001708	-9.119817	34.745936	0.6575
12.334348	55.548879	3.220877	7.275168	9.767034	36.995247	0.6404
12.334348	55.548879	-6.163522	7.539854	1.56699	27.610848	0.6235
12.334348	55.548879	-2.782268	7.142408	1.439735	30.992102	0.6488
12.334348	55.548879	0.059175	7.101348	3.544926	33.833545	0.6514
12.334348	55.548879	1.165793	7.158566	5.20062	34.940163	0.6478
12.334348	55.548879	-0.76002	7.029391	-6.340684	33.01435	0.6558
12.334348	55.548879	-1.247115	7.273031	-5.740297	32.527255	0.6406
12.334348	55.548879	-2.263794	7.142188	6.109725	31.510576	0.6488
12.334348	55.548879	2.506484	7.272909	-3.280606	36.280854	0.6406
12.334348	55.548879	-0.391218	7.03451	-9.639981	33.383152	0.6555
12.334348	55.548879	3.34961	7.07296	3.713474	37.12398	0.6531
12.334348	55.548879	1.290285	7.018015	2.870843	35.064655	0.6565
12.334348	55.548879	4.448074	7.047288	6.733358	38.222443	0.6547
12.334348	55.548879	0.380266	7.143908	-7.125467	34.154636	0.6487
12.334348	55.548879	-4.446245	7.152914	-12.058803	29.328124	0.6481
12.334348	55.548879	1.984413	7.229812	3.796155	35.758783	0.6433
12.334348	55.548879	2.776249	7.102953	3.649198	36.550619	0.6513
12.334348	55.548879	0.908675	7.109664	-8.274761	34.683045	0.6508
12.334348	55.548879	4.168298	7.044582	4.213363	37.942667	0.6549
12.334348	55.548879	2.176569	7.270229	-6.252215	35.950939	0.6408
12.334348	55.548879	2.722592	7.273079	5.27889	36.496962	0.6406
12.334348	55.548879	-2.973169	7.149079	1.20947	30.801201	0.6484
12.334348	55.548879	1.321687	7.070078	-9.113012	35.096057	0.6533
12.334348	55.548879	0.59453	7.050538	5.731578	34.3689	0.6545
12.334348	55.548879	0.139001	8.122797	6.106498	33.913371	0.5843
12.334348	55.548879	1.384257	7.101048	-3.991109	35.158626	0.6514
12.334348	55.548879	-4.778627	7.151766	-15.052621	28.995743	0.6482
12.334348	55.548879	1.967194	7.229242	4.047962	35.741564	0.6433
12.334348	55.548879	-0.263142	7.020221	-0.59535	33.511228	0.6564
12.334348	55.548879	4.045927	7.18583	4.66966	37.820297	0.6461
12.334348	55.548879	1.644714	7.015862	6.06325	35.419084	0.6567
12.334348	55.548879	0.654648	7.023088	-2.854459	34.429018	0.6562
12.334348	55.548879	-0.768951	7.258928	-11.838283	33.005419	0.6415
12.334348	55.548879	1.820245	7.186736	6.92416	35.594615	0.646
12.334348	55.548879	-0.602323	7.070421	3.876743	33.172047	0.6533
12.334348	55.548879	-0.67194	7.072032	3.249689	33.102429	0.6532
12.334348	55.548879	2.890087	7.062993	2.07714	36.664457	0.6537
12.334348	55.548879	-8.053392	7.532935	-15.455416	25.720978	0.6239
12.334348	55.548879	-1.458286	7.104843	-2.694892	32.316084	0.6511
12.334348	55.548879	-0.074302	7.100641	2.342671	33.700068	0.6514
12.334348	55.548879	1.901148	7.233156	1.523004	35.675518	0.6431
12.334348	55.548879	-0.023334	7.019027	1.564641	33.751036	0.6565
12.334348	55.548879	4.153525	7.186613	5.638809	37.927895	0.646
12.334348	55.548879	0.908652	7.143478	3.523124	34.683022	0.6487
12.334348	55.548879	-1.959025	7.288399	5.240687	31.815345	0.6396
12.334348	55.548879	-2.007149	7.471817	3.899713	31.767221	0.6279
12.334348	55.548879	3.102956	7.071423	6.931207	36.877326	0.6532
12.334348	55.548879	1.324782	7.034043	5.816345	35.099151	0.6555
12.334348	55.548879	-1.300308	7.06594	10.668017	32.474061	0.6536
12.334348	55.548879	-1.457138	7.104762	-2.684552	32.317232	0.6511
12.334348	55.548879	2.91553	7.070674	5.24303	36.6899	0.6533
12.334348	55.548879	-2.9595	7.549489	-3.692585	30.81487	0.6228
12.334348	55.548879	-0.174183	7.118738	-7.066164	33.600187	0.6503
12.334348	55.548879	4.616509	7.04904	8.250488	38.390879	0.6546
12.334348	55.548879	-3.068216	7.075734	5.335012	30.706154	0.6529
12.334348	55.548879	-0.126237	7.075935	0.458396	33.648133	0.6529
12.334348	55.548879	-0.537158	7.070613	4.463699	33.237212	0.6533
12.334348	55.548879	-0.975503	7.142959	7.40095	32.798867	0.6488
12.334348	55.548879	1.333292	7.065293	0.779527	35.107662	0.6536
12.334348	55.548879	0.73072	7.234551	-7.089183	34.50509	0.643
12.334348	55.548879	-0.649998	7.067131	-5.478122	33.124372	0.6535
12.334348	55.548879	2.496217	7.071784	3.992788	36.270587	0.6532
12.334348	55.548879	2.689374	7.072805	5.732591	36.463744	0.6531
12.334348	55.548879	-3.559615	7.169557	-9.168152	30.214755	0.6471
12.334348	55.548879	0.638954	7.148339	8.406315	34.413324	0.6484
12.334348	55.548879	1.963083	7.187999	8.210724	35.737453	0.6459
12.334348	55.548879	2.265242	7.036684	2.427093	36.039612	0.6554
12.334348	55.548879	1.393507	7.034415	6.435371	35.167877	0.6555
12.334348	55.548879	0.050079	7.187233	-9.020057	33.824449	0.646
12.334348	55.548879	-0.610381	7.080817	-3.171365	33.163988	0.6526
12.334348	55.548879	1.266288	7.086752	-2.861525	35.040658	0.6523
12.334348	55.548879	1.875017	7.131738	2.212744	35.649387	0.6495
12.334348	55.548879	-1.439385	7.07622	-11.369373	32.334985	0.6529
12.334348	55.548879	-3.153823	7.180568	11.454874	30.620547	0.6464
12.334348	55.548879	1.662764	7.064891	-6.218991	35.437134	0.6536
12.334348	55.548879	-2.150815	7.153893	8.616567	31.623555	0.6481
12.334348	55.548879	-1.071146	7.140959	11.548664	32.703224	0.6489
12.334348	55.548879	-3.257545	7.170429	-6.447351	30.516825	0.647
12.334348	55.548879	0.838974	7.108964	-11.153881	34.613344	0.6509
12.334348	55.548879	0.78278	7.072226	7.899744	34.55715	0.6532
12.334348	55.548879	-0.286276	7.019753	-0.803725	33.488094	0.6564
12.334348	55.548879	2.049481	7.066267	7.230376	35.823851	0.6535
12.334348	55.548879	-0.503302	7.145068	-15.083929	33.271067	0.6486
12.334348	55.548879	-2.137265	7.12858	6.91021	31.637105	0.6497
12.334348	55.548879	-2.103595	7.142507	-0.835508	31.670775	0.6488
12.334348	55.548879	-1.137994	7.074953	-0.948144	32.636376	0.653
12.334348	55.548879	-1.789832	7.170155	-6.193439	31.984538	0.6471
12.334348	55.548879	-0.684141	7.020368	-4.387364	33.090229	0.6564
12.334348	55.548879	-0.680735	7.028675	-5.626549	33.093635	0.6559
12.334348	55.548879	1.68787	7.015912	6.451961	35.462239	0.6566
12.334348	55.548879	-0.985391	7.101233	-5.863673	32.788979	0.6514
12.334348	55.548879	1.730017	7.015619	6.831593	35.504387	0.6567
12.334348	55.548879	-0.770376	7.186039	-16.410046	33.003994	0.6461
12.334348	55.548879	-2.165953	7.168789	3.38482	31.608417	0.6471
12.334348	55.548879	-0.225028	7.140576	3.205826	33.549342	0.6489
12.334348	55.548879	2.914137	7.003538	4.881679	36.688506	0.6574
12.334348	55.548879	0.13228	7.063313	-1.262587	33.90665	0.6537
12.334348	55.548879	0.829694	7.235001	-8.12778	34.604064	0.643
12.334348	55.548879	-0.635028	7.143276	10.467667	33.139342	0.6487
12.334348	55.548879	1.718552	7.187474	8.708851	35.492922	0.646
12.334348	55.548879	0.972104	7.020329	0.004933	34.746474	0.6564
12.334348	55.548879	-1.534324	7.141002	4.292021	32.240046	0.6489
12.334348	55.548879	-6.874016	7.533084	-4.832557	26.900354	0.6239
12.334348	55.548879	3.173115	7.061615	7.385013	36.947484	0.6538
12.334348	55.548879	1.204724	7.258325	5.93897	34.979094	0.6415
12.334348	55.548879	3.791944	7.271172	8.297771	37.566314	0.6407
12.334348	55.548879	0.134466	7.019719	2.985976	33.908836	0.6564
12.334348	55.548879	-1.619586	7.139054	-2.693748	32.154783	0.649
12.334348	55.548879	0.290505	7.138731	7.849326	34.064875	0.649
12.334348	55.548879	-1.204585	7.101159	-7.837998	32.569785	0.6514
12.334348	55.548879	-2.331513	7.472501	0.978106	31.442857	0.6278
12.334348	55.548879	2.261188	7.070476	-0.650758	36.035557	0.6533
12.334348	55.548879	-0.1233	7.287819	5.218685	33.65107	0.6396
12.334348	55.548879	2.931454	7.103025	5.047157	36.705824	0.6512
12.334348	55.548879	0.512925	7.034643	-1.496196	34.287295	0.6555
12.334348	55.548879	1.8326	7.143824	5.955974	35.60697	0.6487
12.334348	55.548879	-1.777783	7.286743	6.873167	31.996587	0.6397
12.334348	55.548879	-2.964251	7.126625	-0.53861	30.810119	0.6498
12.334348	55.548879	-2.66876	7.078551	8.932988	31.10561	0.6528
12.334348	55.548879	-2.072521	7.289522	4.218402	31.701849	0.6395
12.334348	55.548879	2.116635	7.036395	1.088559	35.891004	0.6554
12.334348	55.548879	-3.958178	7.019402	-17.543007	29.816192	0.6564
12.334348	55.548879	-1.593597	7.146094	1.833659	32.180773	0.6486
12.334348	55.548879	0.866772	7.325246	1.964293	34.641142	0.6373
12.334348	55.548879	0.238731	7.801285	7.469233	34.013101	0.6062
12.334348	55.548879	0.805524	7.086521	8.11883	34.579894	0.6523
12.334348	55.548879	3.802934	7.042314	0.922464	37.577304	0.655
12.334348	55.548879	-1.674586	7.169138	7.810656	32.099784	0.6471
12.334348	55.548879	-0.132394	7.066674	-3.646552	33.641976	0.6535
12.334348	55.548879	-0.630975	7.585425	-4.024188	33.143395	0.6205
12.334348	55.548879	2.35996	7.051493	-12.074667	36.13433	0.6544
12.334348	55.548879	-3.074386	7.10912	10.13747	30.699984	0.6509
12.334348	55.548879	-2.128806	7.139007	-7.280385	31.645564	0.649
12.334348	55.548879	-3.290901	7.019384	-11.532723	30.483469	0.6564
12.334348	55.548879	2.431255	7.108367	3.188093	36.205625	0.6509
12.334348	55.548879	-3.415192	7.143601	-9.564596	30.359178	0.6487
12.334348	55.548879	0.298026	7.107548	-14.28287	34.072396	0.651
12.334348	55.548879	-2.494047	7.40944	-15.175471	31.280323	0.6319
12.334348	55.548879	-1.314385	7.019218	6.270125	32.459985	0.6564
12.334348	55.548879	0.949732	7.143062	-1.996179	34.724102	0.6488
12.334348	55.548879	0.45874	7.051659	4.508487	34.23311	0.6544
12.334348	55.548879	1.623864	7.113382	-4.084233	35.398234	0.6506
12.334348	55.548879	0.295738	7.028472	3.16872	34.070107	0.6559
12.334348	55.548879	2.242739	7.06267	-0.995054	36.017109	0.6538
12.334348	55.548879	-3.782766	7.146153	-7.571936	29.991604	0.6486
12.334348	55.548879	-0.375432	7.15275	-4.314599	33.398938	0.6481
12.334348	55.548879	-2.522718	7.148039	-1.525915	31.251652	0.6484
12.334348	55.548879	-4.280173	7.144003	-12.052169	29.494197	0.6487
12.334348	55.548879	1.026362	7.256674	4.332428	34.800732	0.6416
12.334348	55.548879	3.277461	7.062187	5.566284	37.05183	0.6538
12.334348	55.548879	1.511415	7.071202	-1.94505	35.285784	0.6532
12.334348	55.548879	-0.112867	8.122057	3.837883	33.661503	0.5844
12.334348	55.548879	-2.576547	7.100637	-12.767281	31.197822	0.6514
12.334348	55.548879	0.259689	7.165312	-2.960825	34.034059	0.6474
12.334348	55.548879	2.657463	7.001331	6.065366	36.431833	0.6575
12.334348	55.548879	1.70273	7.113701	-1.630448	35.477099	0.6506
12.334348	55.548879	0.328301	7.101061	5.96899	34.102671	0.6514
12.334348	55.548879	2.947564	7.10295	5.192267	36.721934	0.6513
12.334348	55.548879	-2.103795	7.020399	-0.840235	31.670575	0.6564
12.334348	55.548879	-3.833495	7.288172	-11.643014	29.940875	0.6396
12.334348	55.548879	-2.359301	7.119544	-13.524249	31.415069	0.6502
12.334348	55.548879	-4.766077	7.081283	-9.95793	29.008293	0.6526
12.334348	55.548879	0.585506	7.143054	-5.276832	34.359876	0.6488
12.334348	55.548879	-6.714967	7.110621	-22.653919	27.059403	0.6508
12.334348	55.548879	-5.419951	7.180688	-8.956559	28.354419	0.6464
12.334348	55.548879	3.129755	7.003754	6.823798	36.904125	0.6574
12.334348	55.548879	0.82592	7.066845	-3.790462	34.60029	0.6535
12.334348	55.548879	2.303034	7.001011	2.87296	36.077404	0.6576
12.334348	55.548879	1.425461	7.330092	6.996505	35.19983	0.637
12.334348	55.548879	-4.346226	7.081444	-6.176256	29.428144	0.6526
12.334348	55.548879	-3.05163	7.118834	0.409528	30.72274	0.6503
12.334348	55.548879	-3.817229	7.179736	5.479451	29.957141	0.6465
12.334348	55.548879	0.506239	7.101277	7.571711	34.280609	0.6514
12.334348	55.548879	-0.24245	7.635838	-0.565417	33.53192	0.6172
12.334348	55.548879	-4.20714	7.16979	-15.000527	29.56723	0.6471
12.334348	55.548879	0.223813	7.152104	1.082907	33.998183	0.6482
12.334348	55.548879	3.250583	7.004127	7.912118	37.024953	0.6574
12.334348	55.548879	1.440124	7.00224	-4.899431	35.214494	0.6575
12.334348	55.548879	-0.477714	7.155679	-5.23587	33.296656	0.648
12.334348	55.548879	-4.020177	7.118743	-8.314351	29.754193	0.6503
12.334348	55.548879	1.395121	7.15447	11.633096	35.169491	0.648
12.334348	55.548879	-4.313374	7.143225	-20.739401	29.460996	0.6487
12.334348	55.548879	-2.420664	7.152489	6.185985	31.353706	0.6482
12.334348	55.548879	-0.874284	7.102141	2.565323	32.900086	0.6513
12.334348	55.548879	2.214074	7.143152	9.391982	35.988444	0.6487
12.334348	55.548879	-0.590046	7.196172	-8.103466	33.184323	0.6454
12.334348	55.548879	2.608852	7.178838	-1.925436	36.383222	0.6465
12.334348	55.548879	1.164814	7.327011	4.648817	34.939184	0.6372
12.334348	55.548879	2.502204	7.074112	6.979177	36.276574	0.653
12.334348	55.548879	0.696732	7.035455	0.15939	34.471102	0.6554
12.334348	55.548879	1.172533	7.034575	4.445011	34.946902	0.6555
12.334348	55.548879	2.788559	7.137061	10.441183	36.562928	0.6491
12.334348	55.548879	-1.473155	7.394277	-5.980101	32.301215	0.6329
12.334348	55.548879	2.972878	7.102707	5.42027	36.747248	0.6513
12.334348	55.548879	-5.360169	7.183036	-8.418095	28.414201	0.6463
12.334348	55.548879	3.131662	7.182615	-3.565297	36.906032	0.6463
12.334348	55.548879	-1.279295	7.063674	4.802786	32.495075	0.6537
12.334348	55.548879	0.887627	7.020664	9.76984	34.661997	0.6564
12.334348	55.548879	0.719783	7.028883	6.98818	34.494153	0.6558
12.334348	55.548879	0.310411	7.14634	-1.865343	34.084781	0.6485
12.334348	55.548879	2.68814	7.036271	6.236214	36.46251	0.6554
12.334348	55.548879	-2.631091	7.144294	2.801416	31.143279	0.6487
12.334348	55.548879	-1.716581	7.145561	0.725919	32.057789	0.6486
12.334348	55.548879	1.16287	7.144241	-0.076405	34.93724	0.6487
12.334348	55.548879	-2.255383	7.170252	2.579305	31.518987	0.6471
12.334348	55.548879	-2.499205	7.544043	0.453372	31.275165	0.6232
12.334348	55.548879	0.782858	7.143127	-3.499242	34.557228	0.6487
12.334348	55.548879	-4.645044	7.109168	-4.009737	29.129326	0.6509
12.334348	55.548879	-4.801788	7.1154	-15.354468	28.972582	0.6505
12.334348	55.548879	-2.358989	7.112671	6.648275	31.415381	0.6506
12.334348	55.548879	-0.879564	7.144235	8.265088	32.894806	0.6487
12.334348	55.548879	1.880659	7.186878	7.46832	35.655029	0.646
12.334348	55.548879	1.782664	7.10379	-0.402577	35.557034	0.6512
12.334348	55.548879	-0.920245	7.02027	-6.514003	32.854124	0.6564
12.334348	55.548879	-0.732354	7.072516	2.705529	33.042015	0.6531
12.334348	55.548879	-1.207098	7.156455	-6.146541	32.567272	0.6479
12.334348	55.548879	-1.041081	7.143228	11.819463	32.733289	0.6487
12.334348	55.548879	-5.146465	7.110397	-8.526132	28.627905	0.6508
12.334348	55.548879	3.151287	7.071554	7.366535	36.925657	0.6532
12.334348	55.548879	-1.241621	7.128157	-3.457096	32.532749	0.6497
12.334348	55.548879	-1.439555	7.414601	-5.67746	32.334815	0.6316
12.334348	55.548879	2.833375	7.26538	-0.336237	36.607745	0.6411
12.334348	55.548879	3.154124	7.0614	7.213966	36.928494	0.6538
12.334348	55.548879	0.563513	7.259971	0.163458	34.337882	0.6414
12.334348	55.548879	-0.408631	7.122984	4.045795	33.365739	0.65
12.334348	55.548879	1.938593	7.103167	1.0019	35.712963	0.6512
12.334348	55.548879	0.261356	7.14675	-2.30719	34.035726	0.6485
12.334348	55.548879	1.429548	7.086159	-1.391011	35.203918	0.6523
12.334348	55.548879	1.09125	7.186055	0.35796	34.86562	0.6461
12.334348	55.548879	-0.933919	7.019513	9.697053	32.840451	0.6564
12.334348	55.548879	1.920103	7.077557	-1.196382	35.694473	0.6528
12.334348	55.548879	1.089456	7.066725	-1.416742	34.863826	0.6535
12.334348	55.548879	-2.156605	7.39637	-5.936093	31.617765	0.6327
12.334348	55.548879	4.004504	7.185851	4.296547	37.778873	0.6461
12.334348	55.548879	2.941674	7.071324	0.039123	36.716044	0.6532
12.334348	55.548879	-1.167828	7.018981	-8.744029	32.606541	0.6565
12.334348	55.548879	1.24326	7.03562	5.182187	35.01763	0.6554
12.334348	55.548879	-0.780483	7.087665	-6.166624	32.993887	0.6522
12.334348	55.548879	1.372143	7.035841	6.343062	35.146513	0.6554
12.334348	55.548879	1.789217	7.229851	2.037985	35.563587	0.6433
12.334348	55.548879	-3.43453	7.144816	-9.738778	30.339839	0.6486
12.334348	55.548879	-1.47573	7.137729	-1.398009	32.29864	0.6491
12.334348	55.548879	-1.125684	7.400513	3.349607	32.648686	0.6325
12.334348	55.548879	-2.042959	7.148953	-15.750171	31.731411	0.6484
12.334348	55.548879	-0.634656	7.03693	-11.732553	33.139714	0.6554
12.334348	55.548879	3.607822	7.269507	6.639353	37.382192	0.6408
12.334348	55.548879	-1.462551	7.140397	4.938495	32.311819	0.6489
12.334348	55.548879	-1.322173	7.128814	-4.182643	32.452197	0.6496
12.334348	55.548879	-3.243936	7.019956	-11.109703	30.530434	0.6564
12.334348	55.548879	-4.727796	7.328752	-10.844189	29.046574	0.637
12.334348	55.548879	-1.566884	7.079517	-11.786755	32.207486	0.6527
12.334348	55.548879	2.097207	7.035994	0.913575	35.871577	0.6554
12.334348	55.548879	-0.2365	7.088217	-1.266871	33.53787	0.6522
12.334348	55.548879	-1.402608	7.404242	0.8553	32.371762	0.6322
12.334348	55.548879	-3.427794	7.143892	-4.374636	30.346576	0.6487
12.334348	55.548879	-0.316731	7.331316	-8.695739	33.457639	0.6369
12.334348	55.548879	-2.241681	7.291261	2.694754	31.532689	0.6394
12.334348	55.548879	-2.812424	7.064259	-2.951888	30.961946	0.6537
12.334348	55.548879	1.921674	7.109251	-4.048117	35.696044	0.6509
12.334348	55.548879	0.310442	7.053298	3.172744	34.084812	0.6543
12.334348	55.548879	-0.261221	7.270678	3.139833	33.513149	0.6407
12.334348	55.548879	-0.212385	7.635429	-0.294618	33.561985	0.6172
12.334348	55.548879	-3.126021	7.10982	9.672383	30.648349	0.6508
12.334348	55.548879	0.216281	7.152896	6.674097	33.99065	0.6481
12.334348	55.548879	-4.445806	7.080133	-7.073194	29.328564	0.6527
12.334348	55.548879	-2.824717	7.547745	-2.478574	30.949653	0.623
12.334348	55.548879	-0.417596	7.138694	8.132802	33.356774	0.649
12.334348	55.548879	-0.95618	7.145201	-3.379793	32.81819	0.6486
12.334348	55.548879	-0.653904	7.165666	-11.189723	33.120466	0.6473
12.334348	55.548879	3.416931	7.072942	4.31985	37.191301	0.6531
12.334348	55.548879	-2.355332	7.139034	-9.320746	31.419038	0.649
12.334348	55.548879	-0.420085	7.121172	-9.281051	33.354284	0.6501
12.334348	55.548879	1.344909	7.329521	6.270958	35.119278	0.637
12.334348	55.548879	-2.207961	7.143664	1.309163	31.566409	0.6487
12.334348	55.548879	2.876565	7.111725	8.942503	36.650935	0.6507
12.334348	55.548879	-1.015958	7.401911	4.337925	32.758412	0.6324
12.334348	55.548879	0.085821	7.06309	-1.681057	33.86019	0.6537
12.334348	55.548879	2.005204	7.17841	-7.362603	35.779574	0.6465
12.334348	55.548879	-2.935514	7.072831	-4.060585	30.838856	0.6531
12.334348	55.548879	3.462006	7.061949	7.228523	37.236376	0.6538
12.334348	55.548879	-1.618583	7.168972	-4.650964	32.155787	0.6471
12.334348	55.548879	0.333633	7.076206	4.600532	34.108003	0.6529
12.334348	55.548879	-3.832722	7.11	3.30699	29.941648	0.6508
12.334348	55.548879	2.80292	7.110296	8.279172	36.57729	0.6508
12.334348	55.548879	1.517759	7.002411	-4.200165	35.292128	0.6575
12.334348	55.548879	1.151755	7.06309	-13.580335	34.926125	0.6537
12.334348	55.548879	1.756075	7.143863	5.266704	35.530445	0.6487
12.334348	55.548879	-1.12538	7.140224	7.975453	32.64899	0.6489
12.334348	55.548879	3.28231	7.268966	3.707406	37.05668	0.6408
12.334348	55.548879	2.350943	7.0699	0.157683	36.125313	0.6533
12.334348	55.548879	2.721652	7.06349	0.56001	36.496021	0.6537
12.334348	55.548879	-2.169715	7.138713	-7.648854	31.604655	0.649
12.334348	55.548879	-3.18194	7.144243	-12.472841	30.59243	0.6487
12.334348	55.548879	-1.303126	7.076557	-2.435515	32.471244	0.6529
12.334348	55.548879	-1.057185	7.27451	-4.029566	32.717184	0.6405
12.334348	55.548879	-1.577003	7.079431	-4.902374	32.197367	0.6527
12.334348	55.548879	0.787199	7.084615	-7.176769	34.561569	0.6524
12.334348	55.548879	2.309218	7.000983	2.928657	36.083588	0.6576
12.334348	55.548879	1.617244	7.016209	5.815827	35.391614	0.6566
12.334348	55.548879	1.497051	7.228667	-0.1867	35.271421	0.6434
12.334348	55.548879	-0.807882	7.144746	-2.04405	32.966488	0.6486
12.334348	55.548879	1.306759	7.1598	6.470327	35.081129	0.6477
12.334348	55.548879	-4.046803	7.179504	3.411642	29.727567	0.6465
12.334348	55.548879	1.136205	7.159526	4.934121	34.910575	0.6477
12.334348	55.548879	1.998958	7.23125	2.404	35.773328	0.6432
12.334348	55.548879	2.245556	7.133976	5.550259	36.019926	0.6493
12.334348	55.548879	-0.299741	7.186762	-12.170949	33.474629	0.646
12.334348	55.548879	-0.470487	7.086333	-3.374435	33.303883	0.6523
12.334348	55.548879	1.874565	7.037633	-1.091809	35.648934	0.6553
12.334348	55.548879	2.298557	7.270887	1.459522	36.072926	0.6407
12.334348	55.548879	-1.479059	8.123779	-8.467667	32.295311	0.5843
12.334348	55.548879	2.224552	7.101954	3.577592	35.998922	0.6513
12.334348	55.548879	-0.557771	7.102556	-2.012026	33.216598	0.6513
12.334348	55.548879	-3.029762	7.145938	-0.789489	30.744608	0.6486
12.334348	55.548879	3.032153	7.072414	0.854083	36.806523	0.6532
12.334348	55.548879	-1.867415	7.128857	9.340792	31.906954	0.6496
