Vg	Ve	g	PEV	resid	pred	BLUP_EBVAcc
12.334348	55.548879	1.068509	7.258164	4.712059	34.842879	0.6415
12.334348	55.548879	2.071396	7.101329	-2.699546	35.845766	0.6514
12.334348	55.548879	0.496312	7.100567	7.482299	34.270682	0.6514
12.334348	55.548879	0.47568	7.152958	3.351522	34.25005	0.6481
12.334348	55.548879	2.348212	7.233497	5.54979	36.122581	0.6431
12.334348	55.548879	0.262033	7.18445	-4.410284	34.036403	0.6462
12.334348	55.548879	0.177568	7.09962	-14.859975	33.951938	0.6515
12.334348	55.548879	1.977637	7.076889	-0.67816	35.752007	0.6529
12.334348	55.548879	-1.633586	7.169829	8.179948	32.140784	0.6471
12.334348	55.548879	-1.975393	7.153864	-18.725743	31.798977	0.6481
12.334348	55.548879	-1.604472	7.08029	-5.149797	32.169898	0.6527
12.334348	55.548879	-1.836385	7.075665	-14.214203	31.937985	0.653
12.334348	55.548879	-7.662496	7.5334	-11.934546	26.111874	0.6239
12.334348	55.548879	-2.514022	7.150669	5.345088	31.260347	0.6483
12.334348	55.548879	-0.4173	7.155444	-4.691709	33.35707	0.648
12.334348	55.548879	-0.92177	7.138579	3.591615	32.8526	0.649
12.334348	55.548879	0.979306	7.194685	6.031986	34.753676	0.6455
12.334348	55.548879	0.255832	7.075076	4.630785	34.030202	0.653
12.334348	55.548879	-0.324681	7.020137	-1.149641	33.449689	0.6564
12.334348	55.548879	2.854365	7.273104	6.465796	36.628735	0.6406
12.334348	55.548879	-1.055829	7.140346	2.384124	32.718541	0.6489
12.334348	55.548879	1.508635	7.065726	2.358872	35.283004	0.6536
12.334348	55.548879	-1.667897	7.170212	7.870903	32.106473	0.6471
12.334348	55.548879	0.699592	7.077329	8.627811	34.473962	0.6528
12.334348	55.548879	-1.023523	7.101104	1.221093	32.750846	0.6514
12.334348	55.548879	0.532996	7.153728	3.867776	34.307366	0.6481
12.334348	55.548879	-0.376032	7.168821	6.540921	33.398338	0.6471
12.334348	55.548879	0.636946	7.135798	-8.938793	34.411316	0.6492
12.334348	55.548879	-4.203518	7.080232	-4.890857	29.570852	0.6527
12.334348	55.548879	-2.634278	7.141639	-18.494733	31.140092	0.6488
12.334348	55.548879	-1.326084	7.403739	1.54457	32.448286	0.6323
12.334348	55.548879	1.260944	7.018558	2.606563	35.035314	0.6565
12.334348	55.548879	0.680142	7.186671	-0.644302	34.454512	0.646
12.334348	55.548879	-2.603095	7.069432	-1.066423	31.171275	0.6533
12.334348	55.548879	-3.095494	7.066495	-5.501548	30.678876	0.6535
12.334348	55.548879	0.330617	7.63295	4.596305	34.104987	0.6174
12.334348	55.548879	2.661764	7.271026	4.731002	36.436134	0.6407
12.334348	55.548879	-3.077689	7.109901	10.107711	30.69668	0.6508
12.334348	55.548879	0.422267	7.05945	1.349382	34.196637	0.654
12.334348	55.548879	-1.114887	7.062878	6.283639	32.659483	0.6537
12.334348	55.548879	2.035171	7.107595	-3.025833	35.80954	0.651
12.334348	55.548879	-2.162993	7.020054	-1.373442	31.611377	0.6564
12.334348	55.548879	2.019231	7.001123	0.316688	35.793601	0.6576
12.334348	55.548879	0.402354	7.052311	4.000605	34.176723	0.6544
12.334348	55.548879	2.176526	7.078735	5.337155	35.950896	0.6528
12.334348	55.548879	1.08462	7.258237	4.857168	34.85899	0.6415
12.334348	55.548879	0.719783	7.028883	6.98818	34.494153	0.6558
12.334348	55.548879	1.229249	7.020871	12.846896	35.003619	0.6563
12.334348	55.548879	-1.831076	7.065043	-0.16721	31.943294	0.6536
12.334348	55.548879	-0.848246	7.100785	2.799845	32.926123	0.6514
12.334348	55.548879	0.699808	7.001054	-11.5676	34.474177	0.6576
12.334348	55.548879	3.615432	7.074191	6.107779	37.389801	0.653
12.334348	55.548879	-2.556968	7.146909	-20.379947	31.217402	0.6485
12.334348	55.548879	-0.538794	7.037211	-10.869102	33.235576	0.6553
12.334348	55.548879	-1.594599	7.159557	-9.63683	32.179771	0.6477
12.334348	55.548879	-3.246385	7.143096	-11.12883	30.527985	0.6488
12.334348	55.548879	0.73765	7.19461	3.855345	34.51202	0.6455
12.334348	55.548879	-0.961041	7.292617	-2.327003	32.813329	0.6393
12.334348	55.548879	-4.863139	7.111033	-5.97416	28.911231	0.6508
12.334348	55.548879	-1.476364	7.631574	-11.67951	32.298006	0.6175
12.334348	55.548879	-0.93595	7.144351	7.757205	32.83842	0.6487
12.334348	55.548879	0.39547	7.147444	-6.98852	34.16984	0.6485
12.334348	55.548879	-4.92497	7.182725	-4.498173	28.8494	0.6463
12.334348	55.548879	1.493401	7.104719	-3.008027	35.26777	0.6511
12.334348	55.548879	0.340041	7.028464	3.56777	34.114411	0.6559
12.334348	55.548879	1.471696	7.084685	-1.01138	35.246066	0.6524
12.334348	55.548879	-0.619796	7.402636	1.706261	33.154574	0.6323
12.334348	55.548879	-4.330789	7.144095	-12.508082	29.44358	0.6487
12.334348	55.548879	3.133588	7.178695	2.800958	36.907958	0.6465
12.334348	55.548879	-3.098125	7.144403	-1.405246	30.676245	0.6487
12.334348	55.548879	-2.854962	7.072268	-3.335038	30.919408	0.6532
12.334348	55.548879	0.918892	7.194646	5.487826	34.693262	0.6455
12.334348	55.548879	-0.18772	7.099425	8.74933	33.58665	0.6515
12.334348	55.548879	0.728999	7.085771	7.429561	34.503369	0.6523
12.334348	55.548879	2.327473	7.269754	1.719982	36.101843	0.6408
12.334348	55.548879	-0.209125	7.589771	-0.22451	33.565245	0.6202
12.334348	55.548879	0.680265	7.062134	-15.06854	34.454635	0.6538
12.334348	55.548879	3.367913	7.177497	4.911562	37.142283	0.6466
12.334348	55.548879	-2.011943	7.324628	13.617999	31.762427	0.6373
12.334348	55.548879	0.365792	7.081594	4.158081	34.140161	0.6526
12.334348	55.548879	3.596017	7.074749	5.932911	37.370387	0.653
12.334348	55.548879	-1.017249	7.13904	-3.929858	32.757121	0.649
12.334348	55.548879	1.617244	7.016209	5.815827	35.391614	0.6566
12.334348	55.548879	2.46678	7.108404	3.508071	36.24115	0.6509
12.334348	55.548879	-0.812473	7.813147	-1.999154	32.961897	0.6054
12.334348	55.548879	-4.683801	7.128558	-16.026914	29.090569	0.6497
12.334348	55.548879	1.212731	7.153388	9.990276	34.987101	0.6481
12.334348	55.548879	-3.883614	7.128614	-8.819477	29.890756	0.6497
12.334348	55.548879	-3.723708	7.536843	-10.575952	30.050662	0.6237
12.334348	55.548879	-6.762985	7.531915	-3.832483	27.011385	0.624
12.334348	55.548879	1.600599	7.187146	4.945763	35.374969	0.646
12.334348	55.548879	-3.377239	7.468737	-8.440948	30.397131	0.6281
12.334348	55.548879	-3.890862	7.285171	-12.159726	29.883508	0.6398
12.334348	55.548879	2.272529	7.230513	6.391266	36.046899	0.6433
12.334348	55.548879	2.290228	7.001042	2.757609	36.064598	0.6576
12.334348	55.548879	-0.639982	7.168259	4.163474	33.134388	0.6472
12.334348	55.548879	0.648447	7.085004	6.704014	34.422817	0.6524
12.334348	55.548879	2.575819	7.136384	8.525002	36.350189	0.6492
12.334348	55.548879	-0.769588	7.291295	-0.602548	33.004782	0.6394
12.334348	55.548879	0.219584	7.074871	4.304289	33.993954	0.653
12.334348	55.548879	-0.115599	7.034485	-7.15743	33.658771	0.6555
12.334348	55.548879	0.684246	7.072083	7.01223	34.458616	0.6532
12.334348	55.548879	-0.362719	7.117942	-8.764338	33.411651	0.6503
12.334348	55.548879	2.472657	7.107906	5.30443	36.247027	0.6509
12.334348	55.548879	1.036088	7.332507	3.489358	34.810458	0.6368
12.334348	55.548879	-0.958958	7.063008	7.688116	32.815412	0.6537
12.334348	55.548879	0.163697	7.145528	4.125588	33.938067	0.6486
12.334348	55.548879	1.074392	7.138008	-4.998629	34.848762	0.6491
12.334348	55.548879	0.259265	7.0763	3.930682	34.033634	0.6529
12.334348	55.548879	0.514902	7.058279	2.183761	34.289272	0.654
12.334348	55.548879	-3.507198	7.533405	-8.625805	30.267172	0.6239
12.334348	55.548879	2.743654	7.110662	7.745351	36.518024	0.6508
12.334348	55.548879	-1.086783	7.075617	-0.486878	32.687587	0.653
12.334348	55.548879	-1.209981	7.41099	-3.609651	32.564388	0.6318
12.334348	55.548879	-2.366244	7.019535	-3.204167	31.408126	0.6564
12.334348	55.548879	2.658075	7.036149	5.965415	36.432445	0.6554
12.334348	55.548879	-0.18878	7.067505	-4.154435	33.58559	0.6535
12.334348	55.548879	0.285142	8.123067	7.422821	34.059512	0.5843
12.334348	55.548879	0.331834	7.153621	2.055877	34.106204	0.6481
12.334348	55.548879	-7.596698	7.534917	-11.341894	26.177671	0.6238
12.334348	55.548879	2.421397	7.072863	3.318867	36.195767	0.6531
12.334348	55.548879	1.573052	7.004265	-7.19772	35.347422	0.6574
12.334348	55.548879	2.380821	7.105908	0.0875	36.15519	0.6511
12.334348	55.548879	2.023092	7.063429	-2.97345	35.797462	0.6537
12.334348	55.548879	-0.814134	7.074172	-6.483953	32.960236	0.653
12.334348	55.548879	2.173325	7.228887	5.904625	35.947695	0.6434
12.334348	55.548879	-0.157522	7.071317	-0.569735	33.616847	0.6532
12.334348	55.548879	-1.473617	7.019209	4.835889	32.300753	0.6564
12.334348	55.548879	2.649408	7.001319	5.992812	36.423778	0.6576
12.334348	55.548879	0.762939	7.028737	7.376892	34.537309	0.6559
12.334348	55.548879	0.559794	7.035864	-1.074039	34.334164	0.6554
12.334348	55.548879	-0.956028	7.073927	0.690855	32.818341	0.6531
12.334348	55.548879	0.319679	7.076255	4.474842	34.094048	0.6529
12.334348	55.548879	-1.904594	7.11592	10.741096	31.869776	0.6504
12.334348	55.548879	-4.868604	7.325919	-12.112479	28.905765	0.6372
12.334348	55.548879	-2.100534	7.143875	7.580239	31.673836	0.6487
12.334348	55.548879	-2.326836	7.100384	-10.518086	31.447534	0.6514
12.334348	55.548879	0.651677	7.632018	7.488154	34.426047	0.6174
12.334348	55.548879	0.677266	7.258311	1.188054	34.451636	0.6415
12.334348	55.548879	-0.384132	7.035769	-9.476037	33.390238	0.6554
12.334348	55.548879	1.825567	7.071746	0.884583	35.599937	0.6532
12.334348	55.548879	-1.569535	7.13314	-5.465806	32.204835	0.6494
12.334348	55.548879	-2.017069	7.06525	-1.842486	31.757301	0.6536
12.334348	55.548879	0.144336	7.076335	2.895496	33.918706	0.6529
12.334348	55.548879	1.764006	7.070928	0.330083	35.538375	0.6532
12.334348	55.548879	0.738622	7.15347	5.719888	34.512992	0.6481
12.334348	55.548879	-3.281558	7.18101	10.304338	30.492811	0.6464
12.334348	55.548879	-1.468633	7.272106	-7.735551	32.305737	0.6406
12.334348	55.548879	-1.927328	7.159442	-12.633783	31.847042	0.6477
12.334348	55.548879	-0.893274	7.166348	-13.345778	32.881096	0.6473
12.334348	55.548879	-4.353667	7.126594	-13.053337	29.420703	0.6498
12.334348	55.548879	-2.05892	7.16967	-8.617159	31.71545	0.6471
12.334348	55.548879	2.657154	7.072962	5.442372	36.431523	0.6531
12.334348	55.548879	-5.038526	7.327193	-13.64299	28.735844	0.6371
12.334348	55.548879	1.526969	7.112725	-7.603297	35.301339	0.6506
12.334348	55.548879	2.93106	7.177912	0.976751	36.70543	0.6466
12.334348	55.548879	-1.295071	7.076476	-2.36296	32.479299	0.6529
12.334348	55.548879	-2.443938	7.079684	10.958001	31.330432	0.6527
12.334348	55.548879	2.55136	7.108068	4.269895	36.32573	0.6509
12.334348	55.548879	2.49797	7.108863	5.532433	36.27234	0.6509
12.334348	55.548879	2.045938	7.071612	2.869498	35.820307	0.6532
12.334348	55.548879	-3.751627	7.159562	-5.802242	30.022743	0.6477
12.334348	55.548879	3.162816	7.061736	4.53366	36.937186	0.6538
12.334348	55.548879	-0.813169	7.168305	2.603548	32.961201	0.6472
12.334348	55.548879	1.698584	7.164091	9.999569	35.472954	0.6474
12.334348	55.548879	1.833875	7.103684	0.058689	35.608245	0.6512
12.334348	55.548879	-0.328598	7.142073	2.272954	33.445772	0.6488
12.334348	55.548879	1.00004	7.257868	4.095344	34.77441	0.6415
12.334348	55.548879	-1.065816	7.015675	-18.350998	32.708553	0.6567
12.334348	55.548879	0.258448	7.036353	-3.788322	34.032818	0.6554
12.334348	55.548879	3.988393	7.185773	4.151438	37.762763	0.6461
12.334348	55.548879	-4.615184	7.082818	-8.598811	29.159186	0.6525
12.334348	55.548879	-0.206245	7.590189	-0.198572	33.568125	0.6202
12.334348	55.548879	0.531929	7.144902	0.129911	34.306299	0.6486
12.334348	55.548879	2.760056	7.062839	0.905926	36.534426	0.6537
12.334348	55.548879	-3.153385	7.469499	-6.42465	30.620985	0.628
12.334348	55.548879	0.755632	7.193542	4.017312	34.530002	0.6456
12.334348	55.548879	2.216449	7.231434	4.362977	35.990818	0.6432
12.334348	55.548879	0.164501	7.062869	-0.972368	33.938871	0.6537
12.334348	55.548879	2.117679	7.101616	2.614961	35.892049	0.6513
12.334348	55.548879	2.342146	7.230715	7.01832	36.116516	0.6433
12.334348	55.548879	2.665265	7.063684	0.052127	36.439635	0.6537
12.334348	55.548879	-0.438307	7.07076	-3.09881	33.336063	0.6533
12.334348	55.548879	1.210265	7.077882	-3.366139	34.984634	0.6528
12.334348	55.548879	2.157379	7.109634	0.721234	35.931748	0.6508
12.334348	55.548879	0.98768	7.185535	-0.574912	34.76205	0.6461
12.334348	55.548879	0.68619	7.076257	7.77608	34.46056	0.6529
12.334348	55.548879	0.496341	7.076374	6.797086	34.27071	0.6529
12.334348	55.548879	-1.498291	7.149475	-10.844242	32.276079	0.6484
12.334348	55.548879	-2.138155	7.019076	-17.483944	31.636214	0.6565
12.334348	55.548879	2.037676	7.105351	1.386476	35.812046	0.6511
12.334348	55.548879	0.379835	7.059201	0.967189	34.154205	0.654
12.334348	55.548879	1.92136	7.185453	-14.466713	35.69573	0.6461
12.334348	55.548879	0.286607	7.138879	7.814215	34.060977	0.649
12.334348	55.548879	1.136671	7.035396	4.222119	34.911041	0.6554
12.334348	55.548879	-1.717167	7.073284	-14.617743	32.057203	0.6531
12.334348	55.548879	-2.310147	7.101255	-17.795994	31.464223	0.6514
12.334348	55.548879	-3.061999	7.329593	4.159951	30.712371	0.637
12.334348	55.548879	1.515999	7.084259	-0.612329	35.290369	0.6524
12.334348	55.548879	-4.40504	7.156788	-11.687658	29.36933	0.6479
12.334348	55.548879	2.726995	7.002888	3.196063	36.501365	0.6575
12.334348	55.548879	1.487803	7.183947	6.630452	35.262173	0.6462
12.334348	55.548879	0.948355	7.150386	11.193152	34.722725	0.6483
12.334348	55.548879	1.232403	7.034501	4.984277	35.006773	0.6555
12.334348	55.548879	3.440639	7.183681	-0.782281	37.215009	0.6462
12.334348	55.548879	-0.511823	7.168713	5.31783	33.262547	0.6471
12.334348	55.548879	-0.041024	7.131583	8.30177	33.733345	0.6495
12.334348	55.548879	0.419994	7.138548	12.454245	34.194363	0.649
12.334348	55.548879	-0.90464	7.071687	-7.299163	32.86973	0.6532
12.334348	55.548879	2.814286	7.063196	1.394389	36.588656	0.6537
12.334348	55.548879	-1.233721	7.14084	-5.879661	32.540649	0.6489
12.334348	55.548879	-1.291305	7.295196	-5.301745	32.483065	0.6392
12.334348	55.548879	-0.324681	7.020137	-1.149641	33.449689	0.6564
12.334348	55.548879	-0.07607	7.39584	6.603703	33.6983	0.6328
12.334348	55.548879	-1.065488	7.815326	-4.278108	32.708882	0.6053
12.334348	55.548879	-2.170196	7.288028	-13.218079	31.604174	0.6396
12.334348	55.548879	-2.5045	7.127817	3.602453	31.26987	0.6497
12.334348	55.548879	4.094259	7.186083	5.104988	37.868628	0.6461
12.334348	55.548879	-2.636539	7.07877	9.223207	31.137831	0.6528
12.334348	55.548879	-1.885034	7.066791	5.401284	31.889336	0.6535
12.334348	55.548879	1.423144	7.11697	7.321261	35.197514	0.6504
12.334348	55.548879	-1.188498	7.077092	-9.109588	32.585871	0.6529
12.334348	55.548879	-3.399594	7.330732	1.119173	30.374776	0.6369
12.334348	55.548879	-1.935705	7.019883	0.673781	31.838665	0.6564
12.334348	55.548879	1.708709	7.037372	-2.585699	35.483079	0.6553
12.334348	55.548879	-2.109188	7.168363	-9.069938	31.665182	0.6472
12.334348	55.548879	-2.58672	7.100633	-12.858912	31.187649	0.6514
12.334348	55.548879	-1.80978	7.0197	1.808012	31.96459	0.6564
12.334348	55.548879	-3.319042	7.330127	1.84472	30.455328	0.637
12.334348	55.548879	1.442843	7.229888	-1.081867	35.217213	0.6433
12.334348	55.548879	-2.443329	7.131532	-13.33623	31.331041	0.6495
12.334348	55.548879	1.727551	7.103942	-1.406879	35.501921	0.6512
12.334348	55.548879	3.402693	7.073821	4.191598	37.177062	0.6531
12.334348	55.548879	-0.19177	7.019938	0.047511	33.5826	0.6564
12.334348	55.548879	-1.23148	7.073266	-10.243073	32.542889	0.6531
12.334348	55.548879	0.175369	7.034398	-4.536631	33.949738	0.6555
12.334348	55.548879	-0.497129	7.073804	-3.628632	33.277241	0.6531
12.334348	55.548879	2.460723	7.036335	4.187825	36.235093	0.6554
12.334348	55.548879	3.42173	7.061984	6.86575	37.1961	0.6538
12.334348	55.548879	-1.129098	7.062962	6.155637	32.645272	0.6537
12.334348	55.548879	3.096745	7.273279	8.648955	36.871115	0.6406
12.334348	55.548879	4.50446	7.047814	7.24124	38.27883	0.6547
12.334348	55.548879	-2.514834	7.294209	0.234413	31.259536	0.6392
12.334348	55.548879	0.860038	7.085648	8.609856	34.634408	0.6523
12.334348	55.548879	-0.926394	7.814339	-3.025259	32.847976	0.6054
12.334348	55.548879	1.249073	7.049856	8.796577	35.023443	0.6546
12.334348	55.548879	4.311135	7.046058	5.499928	38.085505	0.6548
12.334348	55.548879	-0.781392	7.136078	1.633141	32.992978	0.6492
12.334348	55.548879	0.366911	7.13816	11.976121	34.141281	0.6491
12.334348	55.548879	-1.228674	7.469073	10.91158	32.545696	0.6281
12.334348	55.548879	-3.122717	7.109044	9.702142	30.651653	0.6509
12.334348	55.548879	1.184532	7.137028	-4.006583	34.958902	0.6491
12.334348	55.548879	0.653924	7.023004	-2.860977	34.428294	0.6562
12.334348	55.548879	0.583058	7.036615	-0.764372	34.357428	0.6554
12.334348	55.548879	0.530345	7.274904	10.269612	34.304715	0.6405
12.334348	55.548879	-1.515904	7.029248	-13.149069	32.258466	0.6558
12.334348	55.548879	-0.111275	7.076865	0.593166	33.663095	0.6529
12.334348	55.548879	-6.24664	7.183831	-16.402704	27.52773	0.6462
12.334348	55.548879	-2.344303	7.021182	-3.006536	31.430067	0.6563
12.334348	55.548879	1.6145	7.065769	3.312422	35.38887	0.6536
12.334348	55.548879	0.803323	7.23112	-6.842146	34.577693	0.6432
12.334348	55.548879	-1.909882	7.153906	10.786689	31.864488	0.6481
12.334348	55.548879	-2.080878	7.128617	7.418092	31.693492	0.6497
12.334348	55.548879	-0.425526	7.079498	-1.506334	33.348844	0.6527
12.334348	55.548879	2.113851	7.108014	-2.317144	35.888221	0.6509
12.334348	55.548879	-0.864492	7.051937	-7.41011	32.909878	0.6544
12.334348	55.548879	0.743255	7.022317	-2.056357	34.517625	0.6563
12.334348	55.548879	-1.514477	7.141683	-4.969887	32.259893	0.6488
12.334348	55.548879	-0.034049	7.03532	-18.283045	33.740321	0.6555
12.334348	55.548879	-0.851304	7.101086	-4.655931	32.923066	0.6514
12.334348	55.548879	2.043451	7.002391	-2.960746	35.817821	0.6575
12.334348	55.548879	-2.264198	7.113135	7.502073	31.510172	0.6506
12.334348	55.548879	0.431867	7.073463	-11.668733	34.206237	0.6531
12.334348	55.548879	2.22035	7.047594	-13.332159	35.99472	0.6547
12.334348	55.548879	2.107703	7.231321	3.383488	35.882073	0.6432
12.334348	55.548879	2.574377	7.108082	4.47722	36.348747	0.6509
12.334348	55.548879	0.507416	7.155434	9.296405	34.281786	0.648
12.334348	55.548879	1.395862	7.065766	1.343106	35.170232	0.6536
12.334348	55.548879	-1.896515	7.019697	1.026768	31.877854	0.6564
12.334348	55.548879	2.068151	7.233411	3.027233	35.842521	0.6431
12.334348	55.548879	-1.565701	7.130824	-6.376142	32.208669	0.6495
12.334348	55.548879	-0.205932	7.048699	-4.308927	33.568438	0.6546
12.334348	55.548879	1.0676	7.142147	4.954798	34.84197	0.6488
12.334348	55.548879	4.462312	7.04708	6.861609	38.236682	0.6547
12.334348	55.548879	0.838775	7.58364	9.214118	34.613145	0.6206
12.334348	55.548879	-1.44515	7.06341	3.308896	32.32922	0.6537
12.334348	55.548879	0.850032	7.274722	-11.587609	34.624402	0.6405
12.334348	55.548879	-4.276995	7.082847	-5.55268	29.497375	0.6525
12.334348	55.548879	-1.490236	7.149534	-10.771688	32.284134	0.6483
12.334348	55.548879	0.051952	7.056612	0.844476	33.826322	0.6541
12.334348	55.548879	-0.141117	7.271807	4.221635	33.633253	0.6407
12.334348	55.548879	0.442598	7.145508	-0.674709	34.216968	0.6486
12.334348	55.548879	1.93489	7.187916	7.956783	35.70926	0.6459
12.334348	55.548879	1.367064	7.036145	-5.662964	35.141434	0.6554
12.334348	55.548879	-1.456136	7.274959	-7.622992	32.318234	0.6405
12.334348	55.548879	-3.927122	7.178818	4.489624	29.847247	0.6465
12.334348	55.548879	2.538705	7.100957	6.407225	36.313075	0.6514
12.334348	55.548879	0.390361	7.01932	5.290869	34.164731	0.6564
12.334348	55.548879	-4.110986	7.28831	-14.142423	29.663384	0.6396
12.334348	55.548879	-2.305735	7.151538	7.22117	31.468635	0.6482
12.334348	55.548879	-1.659517	7.193543	-17.736382	32.114853	0.6456
12.334348	55.548879	3.048254	7.102506	6.0992	36.822624	0.6513
12.334348	55.548879	-2.785561	7.077787	7.880945	30.988809	0.6528
12.334348	55.548879	-3.546555	7.144266	-5.444339	30.227815	0.6487
12.334348	55.548879	2.778294	7.268913	-0.832364	36.552664	0.6408
12.334348	55.548879	0.124008	7.065853	-10.112716	33.898378	0.6536
12.334348	55.548879	2.341494	7.002294	-0.276222	36.115863	0.6575
12.334348	55.548879	-3.994975	7.144131	-9.483339	29.779395	0.6487
12.334348	55.548879	0.541446	7.194745	2.088095	34.315816	0.6455
